Locus,CompletenessValue
uce20007287u,87.7
uce20007010u,87.7
uce20005811u,87.7
uce20005764u,87.7
uce20005664u,87.7
uce20005629u,87.7
uce20005136u,87.7
uce20004791u,87.7
uce20003932u,87.7
uce20002836u,87.7
uce20000641u,87.7
uce20000396u,87.7
uce20000231u,87.7
uce20000127u,87.7
uce20000111u,87.7
uce1838u,87.7
uce1694u,87.7
uce1504u,87.7
uce1491u,87.7
uce1471u,87.7
uce13810u,87.7
uce1381u,87.7
uce13584u,87.7
uce12846u,87.7
uce12719u,87.7
uce12710u,87.7
uce12677u,87.7
uce12489u,87.7
uce1247u,87.7
uce12223u,87.7
uce12175u,87.7
uce11803u,87.7
uce11645u,87.7
uce11381u,87.7
uce11184u,87.7
uce11163u,87.7
uce11097u,87.7
uce10891u,87.7
uce1067u,87.7
uce10393u,87.7
uce9912u,86.0
uce9485u,86.0
uce9310u,86.0
uce9032u,86.0
uce8812u,86.0
uce858u,86.0
uce839u,86.0
uce8044u,86.0
uce7922u,86.0
uce7889u,86.0
uce7879u,86.0
uce7823u,86.0
uce7600u,86.0
uce7541u,86.0
uce7395u,86.0
uce7379u,86.0
uce7323u,86.0
uce7105u,86.0
uce706u,86.0
uce6645u,86.0
uce6623u,86.0
uce645u,86.0
uce6168u,86.0
uce6135u,86.0
uce578u,86.0
uce5395u,86.0
uce538u,86.0
uce5352u,86.0
uce5146u,86.0
uce5127u,86.0
uce5031u,86.0
uce4841u,86.0
uce4799u,86.0
uce4782u,86.0
uce4517u,86.0
uce3823u,86.0
uce3738u,86.0
uce3710u,86.0
uce3518u,86.0
uce3288u,86.0
uce3227u,86.0
uce3211u,86.0
uce320u,86.0
uce3086u,86.0
uce3048u,86.0
uce2816u,86.0
uce2576u,86.0
uce2374u,86.0
uce2317u,86.0
uce2285u,86.0
uce2126u,86.0
uce2034u,86.0
uce20010339u,86.0
uce20010311u,86.0
uce20009809u,86.0
uce20008505u,86.0
uce20008468u,86.0
uce20008073u,86.0
uce20007926u,86.0
uce20006885u,86.0
uce20005394u,86.0
uce20005342u,86.0
uce20005126u,86.0
uce20004701u,86.0
uce20004574u,86.0
uce20004298u,86.0
uce20003867u,86.0
uce20003510u,86.0
uce20003132u,86.0
uce20003086u,86.0
uce20002926u,86.0
uce20002753u,86.0
uce20002698u,86.0
uce20002654u,86.0
uce20002516u,86.0
uce20001692u,86.0
uce20001281u,86.0
uce20000834u,86.0
uce20000694u,86.0
uce20000646u,86.0
uce20000582u,86.0
uce20000467u,86.0
uce20000333u,86.0
uce1859u,86.0
uce1425u,86.0
uce14128u,86.0
uce13550u,86.0
uce13530u,86.0
uce13492u,86.0
uce13467u,86.0
uce13341u,86.0
uce13282u,86.0
uce13182u,86.0
uce13171u,86.0
uce13164u,86.0
uce12120u,86.0
uce11989u,86.0
uce11780u,86.0
uce11588u,86.0
uce11533u,86.0
uce11518u,86.0
uce11335u,86.0
uce11292u,86.0
uce11157u,86.0
uce11089u,86.0
uce10814u,86.0
uce10327u,86.0
uce10014u,86.0
uce9983u,84.2
uce9962u,84.2
uce9943u,84.2
uce9932u,84.2
uce9888u,84.2
uce9870u,84.2
uce9823u,84.2
uce9757u,84.2
uce9725u,84.2
uce970u,84.2
uce9691u,84.2
uce9662u,84.2
uce9604u,84.2
uce9575u,84.2
uce9354u,84.2
uce9254u,84.2
uce9046u,84.2
uce8983u,84.2
uce8970u,84.2
uce8967u,84.2
uce8826u,84.2
uce8307u,84.2
uce8254u,84.2
uce8165u,84.2
uce7842u,84.2
uce7753u,84.2
uce7704u,84.2
uce7692u,84.2
uce7536u,84.2
uce752u,84.2
uce7507u,84.2
uce7394u,84.2
uce7361u,84.2
uce7306u,84.2
uce7264u,84.2
uce7252u,84.2
uce7122u,84.2
uce7116u,84.2
uce7080u,84.2
uce7022u,84.2
uce6972u,84.2
uce672u,84.2
uce6719u,84.2
uce6646u,84.2
uce6630u,84.2
uce6595u,84.2
uce6566u,84.2
uce6339u,84.2
uce6155u,84.2
uce579u,84.2
uce5782u,84.2
uce5755u,84.2
uce5717u,84.2
uce5707u,84.2
uce548u,84.2
uce5355u,84.2
uce5261u,84.2
uce5254u,84.2
uce5248u,84.2
uce5086u,84.2
uce5079u,84.2
uce5076u,84.2
uce4907u,84.2
uce4816u,84.2
uce4813u,84.2
uce4756u,84.2
uce4676u,84.2
uce458u,84.2
uce4561u,84.2
uce4458u,84.2
uce4411u,84.2
uce4221u,84.2
uce4136u,84.2
uce4093u,84.2
uce387u,84.2
uce3812u,84.2
uce3766u,84.2
uce3495u,84.2
uce3349u,84.2
uce3223u,84.2
uce3125u,84.2
uce2864u,84.2
uce2800u,84.2
uce2690u,84.2
uce2523u,84.2
uce2451u,84.2
uce2389u,84.2
uce2312u,84.2
uce2073u,84.2
uce2057u,84.2
uce2038u,84.2
uce20010341u,84.2
uce20010306u,84.2
uce20009683u,84.2
uce20009511u,84.2
uce20009458u,84.2
uce20008936u,84.2
uce20008844u,84.2
uce20008735u,84.2
uce20008562u,84.2
uce20008495u,84.2
uce20008103u,84.2
uce20007393u,84.2
uce20007388u,84.2
uce20006705u,84.2
uce20006532u,84.2
uce20006448u,84.2
uce20006203u,84.2
uce20005233u,84.2
uce20005139u,84.2
uce20005127u,84.2
uce20005019u,84.2
uce20004843u,84.2
uce20004770u,84.2
uce20004577u,84.2
uce20004495u,84.2
uce20004154u,84.2
uce20003571u,84.2
uce20003294u,84.2
uce20003085u,84.2
uce20002757u,84.2
uce20002261u,84.2
uce20002074u,84.2
uce20001730u,84.2
uce20001019u,84.2
uce20000887u,84.2
uce20000538u,84.2
uce20000429u,84.2
uce20000302u,84.2
uce1968u,84.2
uce1726u,84.2
uce1500u,84.2
uce1481u,84.2
uce14344u,84.2
uce14328u,84.2
uce14229u,84.2
uce14131u,84.2
uce14077u,84.2
uce14011u,84.2
uce14004u,84.2
uce13985u,84.2
uce13949u,84.2
uce13927u,84.2
uce13861u,84.2
uce13842u,84.2
uce13761u,84.2
uce13700u,84.2
uce13689u,84.2
uce13600u,84.2
uce13594u,84.2
uce13431u,84.2
uce13400u,84.2
uce13394u,84.2
uce13368u,84.2
uce13306u,84.2
uce13260u,84.2
uce13251u,84.2
uce13133u,84.2
uce13022u,84.2
uce13017u,84.2
uce13002u,84.2
uce12898u,84.2
uce12827u,84.2
uce12765u,84.2
uce12711u,84.2
uce12659u,84.2
uce12466u,84.2
uce12380u,84.2
uce12375u,84.2
uce12366u,84.2
uce1229u,84.2
uce12271u,84.2
uce12116u,84.2
uce11995u,84.2
uce11986u,84.2
uce11933u,84.2
uce11796u,84.2
uce11562u,84.2
uce11552u,84.2
uce11540u,84.2
uce11409u,84.2
uce11322u,84.2
uce11315u,84.2
uce11205u,84.2
uce11195u,84.2
uce11093u,84.2
uce11075u,84.2
uce1101u,84.2
uce10731u,84.2
uce106u,84.2
uce10539u,84.2
uce10538u,84.2
uce10537u,84.2
uce10432u,84.2
uce10244u,84.2
uce10147u,84.2
uce10075u,84.2
uce10043u,84.2
uce9950u,82.5
uce9774u,82.5
uce9718u,82.5
uce9633u,82.5
uce9608u,82.5
uce9525u,82.5
uce9416u,82.5
uce9187u,82.5
uce9143u,82.5
uce9104u,82.5
uce9024u,82.5
uce8993u,82.5
uce8877u,82.5
uce8871u,82.5
uce8864u,82.5
uce8781u,82.5
uce8675u,82.5
uce8645u,82.5
uce8598u,82.5
uce8506u,82.5
uce8441u,82.5
uce8387u,82.5
uce8373u,82.5
uce8369u,82.5
uce8326u,82.5
uce8311u,82.5
uce8275u,82.5
uce8216u,82.5
uce8199u,82.5
uce7985u,82.5
uce7978u,82.5
uce7970u,82.5
uce7811u,82.5
uce7662u,82.5
uce7592u,82.5
uce7571u,82.5
uce7440u,82.5
uce7296u,82.5
uce7191u,82.5
uce7167u,82.5
uce7144u,82.5
uce7u,82.5
uce6842u,82.5
uce6693u,82.5
uce6498u,82.5
uce6370u,82.5
uce6309u,82.5
uce6290u,82.5
uce6248u,82.5
uce622u,82.5
uce6218u,82.5
uce6162u,82.5
uce5922u,82.5
uce5913u,82.5
uce5912u,82.5
uce5770u,82.5
uce5718u,82.5
uce5615u,82.5
uce5610u,82.5
uce5589u,82.5
uce5543u,82.5
uce5362u,82.5
uce5330u,82.5
uce5233u,82.5
uce5189u,82.5
uce4953u,82.5
uce49u,82.5
uce4844u,82.5
uce4810u,82.5
uce4766u,82.5
uce473u,82.5
uce4683u,82.5
uce4658u,82.5
uce4617u,82.5
uce4554u,82.5
uce4421u,82.5
uce4384u,82.5
uce4335u,82.5
uce425u,82.5
uce4234u,82.5
uce420u,82.5
uce4149u,82.5
uce4143u,82.5
uce4104u,82.5
uce4013u,82.5
uce3968u,82.5
uce3921u,82.5
uce3889u,82.5
uce3875u,82.5
uce3711u,82.5
uce3705u,82.5
uce3606u,82.5
uce3589u,82.5
uce3387u,82.5
uce3151u,82.5
uce3139u,82.5
uce3134u,82.5
uce3099u,82.5
uce3076u,82.5
uce3026u,82.5
uce2926u,82.5
uce2924u,82.5
uce2868u,82.5
uce2774u,82.5
uce268u,82.5
uce2566u,82.5
uce2553u,82.5
uce2433u,82.5
uce2135u,82.5
uce2066u,82.5
uce2062u,82.5
uce205u,82.5
uce20010317u,82.5
uce20010293u,82.5
uce20009956u,82.5
uce20009701u,82.5
uce20009446u,82.5
uce20009371u,82.5
uce20009191u,82.5
uce20009002u,82.5
uce20008795u,82.5
uce20008525u,82.5
uce20008504u,82.5
uce20008467u,82.5
uce20008029u,82.5
uce20007884u,82.5
uce20007690u,82.5
uce20007641u,82.5
uce20007394u,82.5
uce20007167u,82.5
uce20006775u,82.5
uce20006741u,82.5
uce20006706u,82.5
uce20006557u,82.5
uce20006284u,82.5
uce20005984u,82.5
uce20005832u,82.5
uce20005608u,82.5
uce20005573u,82.5
uce20005380u,82.5
uce20005112u,82.5
uce20005070u,82.5
uce20005020u,82.5
uce20004478u,82.5
uce20004451u,82.5
uce20004387u,82.5
uce20004297u,82.5
uce20004148u,82.5
uce20003764u,82.5
uce20003710u,82.5
uce20003692u,82.5
uce20003646u,82.5
uce20003506u,82.5
uce20003128u,82.5
uce20003008u,82.5
uce20002998u,82.5
uce20002845u,82.5
uce20002588u,82.5
uce20002270u,82.5
uce20002250u,82.5
uce20002181u,82.5
uce20002180u,82.5
uce20002013u,82.5
uce20001959u,82.5
uce20001766u,82.5
uce20001496u,82.5
uce20001328u,82.5
uce20001202u,82.5
uce20001119u,82.5
uce20000794u,82.5
uce20000761u,82.5
uce20000332u,82.5
uce20000134u,82.5
uce2000u,82.5
uce1986u,82.5
uce1940u,82.5
uce188u,82.5
uce1849u,82.5
uce1733u,82.5
uce1719u,82.5
uce1712u,82.5
uce1639u,82.5
uce1517u,82.5
uce1493u,82.5
uce1460u,82.5
uce14356u,82.5
uce14335u,82.5
uce14224u,82.5
uce14103u,82.5
uce14058u,82.5
uce13979u,82.5
uce13870u,82.5
uce13621u,82.5
uce13604u,82.5
uce13579u,82.5
uce13464u,82.5
uce1343u,82.5
uce13399u,82.5
uce13385u,82.5
uce13373u,82.5
uce13332u,82.5
uce13321u,82.5
uce1319u,82.5
uce13180u,82.5
uce1316u,82.5
uce1307u,82.5
uce13041u,82.5
uce13032u,82.5
uce12989u,82.5
uce12890u,82.5
uce12802u,82.5
uce12792u,82.5
uce12715u,82.5
uce12658u,82.5
uce12639u,82.5
uce1255u,82.5
uce12536u,82.5
uce1251u,82.5
uce12391u,82.5
uce12358u,82.5
uce12343u,82.5
uce12222u,82.5
uce12207u,82.5
uce12194u,82.5
uce12138u,82.5
uce12105u,82.5
uce12071u,82.5
uce12035u,82.5
uce11972u,82.5
uce11764u,82.5
uce11698u,82.5
uce11613u,82.5
uce11393u,82.5
uce11389u,82.5
uce11385u,82.5
uce1130u,82.5
uce11247u,82.5
uce11239u,82.5
uce11229u,82.5
uce1107u,82.5
uce10636u,82.5
uce10581u,82.5
uce10478u,82.5
uce10418u,82.5
uce10363u,82.5
uce10285u,82.5
uce10173u,82.5
uce10162u,82.5
uce10028u,82.5
uce9737u,80.7
uce9652u,80.7
uce9650u,80.7
uce9636u,80.7
uce9625u,80.7
uce9513u,80.7
uce9334u,80.7
uce928u,80.7
uce9127u,80.7
uce9078u,80.7
uce9039u,80.7
uce9005u,80.7
uce8972u,80.7
uce8759u,80.7
uce8701u,80.7
uce8543u,80.7
uce8492u,80.7
uce8423u,80.7
uce8414u,80.7
uce8368u,80.7
uce8348u,80.7
uce8330u,80.7
uce8260u,80.7
uce810u,80.7
uce795u,80.7
uce7947u,80.7
uce7833u,80.7
uce7820u,80.7
uce7807u,80.7
uce7663u,80.7
uce7652u,80.7
uce761u,80.7
uce760u,80.7
uce7598u,80.7
uce7534u,80.7
uce751u,80.7
uce7419u,80.7
uce7364u,80.7
uce7350u,80.7
uce7160u,80.7
uce695u,80.7
uce6821u,80.7
uce6745u,80.7
uce6607u,80.7
uce6563u,80.7
uce6553u,80.7
uce6528u,80.7
uce6450u,80.7
uce6405u,80.7
uce6371u,80.7
uce6334u,80.7
uce6224u,80.7
uce6213u,80.7
uce6143u,80.7
uce5867u,80.7
uce5855u,80.7
uce5743u,80.7
uce5703u,80.7
uce5689u,80.7
uce5616u,80.7
uce5582u,80.7
uce555u,80.7
uce553u,80.7
uce5494u,80.7
uce5402u,80.7
uce5382u,80.7
uce5374u,80.7
uce5220u,80.7
uce5212u,80.7
uce5198u,80.7
uce5181u,80.7
uce5143u,80.7
uce5113u,80.7
uce501u,80.7
uce4978u,80.7
uce4962u,80.7
uce4923u,80.7
uce4825u,80.7
uce481u,80.7
uce477u,80.7
uce4760u,80.7
uce4536u,80.7
uce4370u,80.7
uce435u,80.7
uce4327u,80.7
uce427u,80.7
uce4197u,80.7
uce418u,80.7
uce4174u,80.7
uce4069u,80.7
uce4049u,80.7
uce4035u,80.7
uce3985u,80.7
uce3970u,80.7
uce3822u,80.7
uce3821u,80.7
uce3793u,80.7
uce3744u,80.7
uce3707u,80.7
uce3667u,80.7
uce3666u,80.7
uce3570u,80.7
uce357u,80.7
uce3463u,80.7
uce3402u,80.7
uce3365u,80.7
uce3311u,80.7
uce3191u,80.7
uce3164u,80.7
uce3162u,80.7
uce3130u,80.7
uce3101u,80.7
uce3052u,80.7
uce3008u,80.7
uce295u,80.7
uce2944u,80.7
uce2865u,80.7
uce2856u,80.7
uce2847u,80.7
uce2788u,80.7
uce2746u,80.7
uce2595u,80.7
uce2543u,80.7
uce2464u,80.7
uce2420u,80.7
uce233u,80.7
uce2267u,80.7
uce2033u,80.7
uce20010324u,80.7
uce20010307u,80.7
uce20010304u,80.7
uce20010301u,80.7
uce20010296u,80.7
uce20009575u,80.7
uce20009553u,80.7
uce20009527u,80.7
uce20009454u,80.7
uce20009445u,80.7
uce20009325u,80.7
uce20009307u,80.7
uce20009109u,80.7
uce20008937u,80.7
uce20008902u,80.7
uce20008854u,80.7
uce20008786u,80.7
uce20008644u,80.7
uce20008605u,80.7
uce20008327u,80.7
uce20008324u,80.7
uce20008274u,80.7
uce20007806u,80.7
uce20007793u,80.7
uce20007620u,80.7
uce20007603u,80.7
uce20007491u,80.7
uce20007395u,80.7
uce20007392u,80.7
uce20007037u,80.7
uce20006456u,80.7
uce20006411u,80.7
uce20006262u,80.7
uce20006067u,80.7
uce20006026u,80.7
uce20005821u,80.7
uce20005793u,80.7
uce20005617u,80.7
uce20005459u,80.7
uce20005408u,80.7
uce20005395u,80.7
uce20005333u,80.7
uce20005132u,80.7
uce20005094u,80.7
uce20005022u,80.7
uce20004951u,80.7
uce20004900u,80.7
uce20004793u,80.7
uce20004731u,80.7
uce20004576u,80.7
uce20004295u,80.7
uce20004286u,80.7
uce20004240u,80.7
uce20004232u,80.7
uce20004200u,80.7
uce20004192u,80.7
uce20004132u,80.7
uce20004042u,80.7
uce20003626u,80.7
uce20003423u,80.7
uce20003214u,80.7
uce20003125u,80.7
uce20003026u,80.7
uce20002980u,80.7
uce20002795u,80.7
uce20002763u,80.7
uce20002727u,80.7
uce20002722u,80.7
uce20002661u,80.7
uce20002436u,80.7
uce20002289u,80.7
uce20001958u,80.7
uce20001601u,80.7
uce20001582u,80.7
uce20001556u,80.7
uce20001383u,80.7
uce20001308u,80.7
uce20001180u,80.7
uce20001114u,80.7
uce20000839u,80.7
uce20000787u,80.7
uce20000729u,80.7
uce20000647u,80.7
uce20000624u,80.7
uce20000161u,80.7
uce20000120u,80.7
uce20000117u,80.7
uce1956u,80.7
uce1926u,80.7
uce1904u,80.7
uce1526u,80.7
uce1519u,80.7
uce1507u,80.7
uce1463u,80.7
uce1455u,80.7
uce14362u,80.7
uce14312u,80.7
uce14206u,80.7
uce14204u,80.7
uce14135u,80.7
uce14120u,80.7
uce14097u,80.7
uce14096u,80.7
uce14021u,80.7
uce13994u,80.7
uce13934u,80.7
uce13871u,80.7
uce13867u,80.7
uce13835u,80.7
uce13831u,80.7
uce13675u,80.7
uce13642u,80.7
uce13605u,80.7
uce13561u,80.7
uce13548u,80.7
uce13542u,80.7
uce13501u,80.7
uce13453u,80.7
uce1336u,80.7
uce13329u,80.7
uce13326u,80.7
uce13179u,80.7
uce13087u,80.7
uce12994u,80.7
uce12947u,80.7
uce12834u,80.7
uce12745u,80.7
uce12636u,80.7
uce12627u,80.7
uce12453u,80.7
uce12326u,80.7
uce12135u,80.7
uce12111u,80.7
uce12066u,80.7
uce12046u,80.7
uce11990u,80.7
uce11960u,80.7
uce1190u,80.7
uce1183u,80.7
uce11795u,80.7
uce11765u,80.7
uce1176u,80.7
uce11751u,80.7
uce11655u,80.7
uce1164u,80.7
uce11625u,80.7
uce11589u,80.7
uce11341u,80.7
uce11145u,80.7
uce11107u,80.7
uce11048u,80.7
uce10836u,80.7
uce10799u,80.7
uce10715u,80.7
uce10626u,80.7
uce10570u,80.7
uce10561u,80.7
uce10299u,80.7
uce10225u,80.7
uce10104u,80.7
uce10064u,80.7
uce10033u,80.7
uce9995u,78.9
uce9893u,78.9
uce987u,78.9
uce9843u,78.9
uce9840u,78.9
uce9822u,78.9
uce9768u,78.9
uce9750u,78.9
uce9704u,78.9
uce9626u,78.9
uce9444u,78.9
uce9432u,78.9
uce943u,78.9
uce9424u,78.9
uce9341u,78.9
uce9292u,78.9
uce9266u,78.9
uce9259u,78.9
uce9243u,78.9
uce9207u,78.9
uce9205u,78.9
uce9170u,78.9
uce9132u,78.9
uce9068u,78.9
uce9037u,78.9
uce9019u,78.9
uce8991u,78.9
uce8934u,78.9
uce8791u,78.9
uce8700u,78.9
uce8682u,78.9
uce8629u,78.9
uce8625u,78.9
uce8581u,78.9
uce8557u,78.9
uce8538u,78.9
uce8459u,78.9
uce8400u,78.9
uce8388u,78.9
uce835u,78.9
uce8347u,78.9
uce8302u,78.9
uce8276u,78.9
uce8187u,78.9
uce8105u,78.9
uce8006u,78.9
uce7994u,78.9
uce7943u,78.9
uce7852u,78.9
uce7806u,78.9
uce7683u,78.9
uce7656u,78.9
uce7547u,78.9
uce7527u,78.9
uce7485u,78.9
uce7413u,78.9
uce7341u,78.9
uce7325u,78.9
uce7314u,78.9
uce7286u,78.9
uce721u,78.9
uce7078u,78.9
uce7070u,78.9
uce6989u,78.9
uce6850u,78.9
uce6829u,78.9
uce6804u,78.9
uce6792u,78.9
uce6750u,78.9
uce6665u,78.9
uce6659u,78.9
uce6643u,78.9
uce6477u,78.9
uce64u,78.9
uce6342u,78.9
uce6337u,78.9
uce6223u,78.9
uce6148u,78.9
uce6058u,78.9
uce5985u,78.9
uce592u,78.9
uce5897u,78.9
uce5858u,78.9
uce5808u,78.9
uce5768u,78.9
uce5682u,78.9
uce5534u,78.9
uce5453u,78.9
uce525u,78.9
uce5229u,78.9
uce5158u,78.9
uce5114u,78.9
uce5104u,78.9
uce5091u,78.9
uce5006u,78.9
uce5u,78.9
uce490u,78.9
uce4882u,78.9
uce4847u,78.9
uce4814u,78.9
uce4803u,78.9
uce476u,78.9
uce4745u,78.9
uce4690u,78.9
uce466u,78.9
uce4648u,78.9
uce4637u,78.9
uce4531u,78.9
uce4513u,78.9
uce4491u,78.9
uce4490u,78.9
uce4410u,78.9
uce4321u,78.9
uce4219u,78.9
uce4185u,78.9
uce4156u,78.9
uce410u,78.9
uce3996u,78.9
uce398u,78.9
uce3919u,78.9
uce3907u,78.9
uce3862u,78.9
uce377u,78.9
uce3724u,78.9
uce3694u,78.9
uce3619u,78.9
uce3581u,78.9
uce3537u,78.9
uce3477u,78.9
uce3146u,78.9
uce3122u,78.9
uce3071u,78.9
uce3051u,78.9
uce299u,78.9
uce2945u,78.9
uce2942u,78.9
uce2906u,78.9
uce2851u,78.9
uce2762u,78.9
uce2759u,78.9
uce2720u,78.9
uce2713u,78.9
uce2675u,78.9
uce2660u,78.9
uce2626u,78.9
uce2575u,78.9
uce2320u,78.9
uce2268u,78.9
uce2263u,78.9
uce2180u,78.9
uce2178u,78.9
uce2173u,78.9
uce2137u,78.9
uce2129u,78.9
uce2090u,78.9
uce2041u,78.9
uce20010336u,78.9
uce20010335u,78.9
uce20009929u,78.9
uce20009615u,78.9
uce20009540u,78.9
uce20009537u,78.9
uce20009536u,78.9
uce20009498u,78.9
uce20009164u,78.9
uce20008935u,78.9
uce20008919u,78.9
uce20008741u,78.9
uce20008685u,78.9
uce20008604u,78.9
uce20008404u,78.9
uce20008344u,78.9
uce20007993u,78.9
uce20007775u,78.9
uce20007754u,78.9
uce20007600u,78.9
uce20007414u,78.9
uce20007365u,78.9
uce20006889u,78.9
uce20006786u,78.9
uce20006578u,78.9
uce20006247u,78.9
uce20006157u,78.9
uce20005731u,78.9
uce20005095u,78.9
uce20005092u,78.9
uce20005064u,78.9
uce20004889u,78.9
uce20004875u,78.9
uce20004842u,78.9
uce20004492u,78.9
uce20004471u,78.9
uce20004414u,78.9
uce20004246u,78.9
uce20004097u,78.9
uce20004081u,78.9
uce20003195u,78.9
uce20003152u,78.9
uce20003124u,78.9
uce20003014u,78.9
uce20002991u,78.9
uce20002907u,78.9
uce20002783u,78.9
uce20002326u,78.9
uce20002313u,78.9
uce20002263u,78.9
uce20002199u,78.9
uce20002110u,78.9
uce20001729u,78.9
uce20001483u,78.9
uce20001115u,78.9
uce20001036u,78.9
uce20001020u,78.9
uce20000847u,78.9
uce20000798u,78.9
uce20000650u,78.9
uce20000442u,78.9
uce20000329u,78.9
uce20000149u,78.9
uce20000110u,78.9
uce194u,78.9
uce1854u,78.9
uce1833u,78.9
uce1806u,78.9
uce1717u,78.9
uce1706u,78.9
uce1648u,78.9
uce1630u,78.9
uce160u,78.9
uce1596u,78.9
uce153u,78.9
uce1462u,78.9
uce1452u,78.9
uce14324u,78.9
uce14274u,78.9
uce14081u,78.9
uce14068u,78.9
uce13845u,78.9
uce13633u,78.9
uce13632u,78.9
uce13529u,78.9
uce13518u,78.9
uce13491u,78.9
uce13338u,78.9
uce1332u,78.9
uce13297u,78.9
uce13287u,78.9
uce13248u,78.9
uce13014u,78.9
uce130u,78.9
uce12960u,78.9
uce12847u,78.9
uce12660u,78.9
uce12588u,78.9
uce12574u,78.9
uce1257u,78.9
uce12524u,78.9
uce12500u,78.9
uce12409u,78.9
uce12387u,78.9
uce12382u,78.9
uce12360u,78.9
uce12306u,78.9
uce12208u,78.9
uce12140u,78.9
uce12004u,78.9
uce12002u,78.9
uce1199u,78.9
uce11967u,78.9
uce11838u,78.9
uce11815u,78.9
uce11700u,78.9
uce11694u,78.9
uce11621u,78.9
uce11605u,78.9
uce11603u,78.9
uce11584u,78.9
uce1155u,78.9
uce11541u,78.9
uce1148u,78.9
uce11478u,78.9
uce11471u,78.9
uce11462u,78.9
uce11460u,78.9
uce11369u,78.9
uce11365u,78.9
uce11336u,78.9
uce11281u,78.9
uce11235u,78.9
uce11228u,78.9
uce11210u,78.9
uce11176u,78.9
uce11161u,78.9
uce11087u,78.9
uce11041u,78.9
uce11007u,78.9
uce10983u,78.9
uce10898u,78.9
uce10859u,78.9
uce10842u,78.9
uce10823u,78.9
uce10728u,78.9
uce10591u,78.9
uce10491u,78.9
uce1046u,78.9
uce10381u,78.9
uce10273u,78.9
uce10251u,78.9
uce10223u,78.9
uce10152u,78.9
uce10096u,78.9
uce9929u,77.2
