Locus,CompletenessValue
uce_720u,84.9
uce_711u,84.9
uce_669u,84.9
uce_441u,84.9
uce_336u,84.9
uce_1968u,84.9
uce_190u,84.9
uce_1862u,84.9
uce_1855u,84.9
uce_1840u,84.9
uce_1838u,84.9
uce_1813u,84.9
uce_1763u,84.9
uce_1637u,84.9
uce_1545u,84.9
uce_1531u,84.9
uce_1507u,84.9
uce_1445u,84.9
uce_1387u,84.9
uce_1225u,84.9
uce_1146u,84.9
uce_1138u,84.9
uce_950u,83.6
uce_88u,83.6
uce_869u,83.6
uce_861u,83.6
uce_632u,83.6
uce_505u,83.6
uce_371u,83.6
uce_2117u,83.6
uce_2072u,83.6
uce_1957u,83.6
uce_1816u,83.6
uce_1814u,83.6
uce_1750u,83.6
uce_1676u,83.6
uce_1612u,83.6
uce_1563u,83.6
uce_1526u,83.6
uce_1525u,83.6
uce_1200u,83.6
uce_1104u,83.6
uce_988u,82.2
uce_764u,82.2
uce_748u,82.2
uce_614u,82.2
uce_605u,82.2
uce_588u,82.2
uce_572u,82.2
uce_467u,82.2
uce_451u,82.2
uce_281u,82.2
uce_204u,82.2
uce_2000u,82.2
uce_1988u,82.2
uce_1938u,82.2
uce_1806u,82.2
uce_1800u,82.2
uce_1799u,82.2
uce_1698u,82.2
uce_1674u,82.2
uce_1630u,82.2
uce_1374u,82.2
uce_1348u,82.2
uce_129u,82.2
uce_1238u,82.2
uce_1083u,82.2
uce_1045u,82.2
uce_1004u,82.2
uce_987u,80.8
uce_969u,80.8
uce_72u,80.8
uce_633u,80.8
uce_561u,80.8
uce_527u,80.8
uce_2052u,80.8
uce_2u,80.8
uce_1659u,80.8
uce_1495u,80.8
uce_1275u,80.8
uce_1201u,80.8
uce_1152u,80.8
uce_1139u,80.8
uce_1079u,80.8
uce_1077u,80.8
uce_1037u,80.8
uce_983u,79.5
uce_845u,79.5
uce_842u,79.5
uce_796u,79.5
uce_792u,79.5
uce_708u,79.5
uce_685u,79.5
uce_680u,79.5
uce_599u,79.5
uce_567u,79.5
uce_347u,79.5
uce_236u,79.5
uce_223u,79.5
uce_2105u,79.5
uce_2087u,79.5
uce_2046u,79.5
uce_1762u,79.5
uce_1728u,79.5
uce_1710u,79.5
uce_168u,79.5
uce_1647u,79.5
uce_1646u,79.5
uce_1460u,79.5
uce_1437u,79.5
uce_1280u,79.5
uce_1233u,79.5
uce_1103u,79.5
uce_1090u,79.5
uce_107u,79.5
uce_889u,78.1
uce_700u,78.1
uce_587u,78.1
uce_584u,78.1
uce_562u,78.1
uce_550u,78.1
uce_54u,78.1
uce_479u,78.1
uce_454u,78.1
uce_44u,78.1
uce_363u,78.1
uce_2093u,78.1
uce_2063u,78.1
uce_2012u,78.1
uce_1939u,78.1
uce_193u,78.1
uce_1807u,78.1
uce_1751u,78.1
uce_1673u,78.1
uce_1636u,78.1
uce_1617u,78.1
uce_1601u,78.1
uce_1568u,78.1
uce_1549u,78.1
uce_1506u,78.1
uce_1452u,78.1
uce_1332u,78.1
uce_128u,78.1
uce_1237u,78.1
uce_1228u,78.1
uce_1215u,78.1
uce_1142u,78.1
uce_1134u,78.1
uce_1125u,78.1
uce_1001u,78.1
uce_982u,76.7
uce_955u,76.7
uce_942u,76.7
uce_898u,76.7
uce_79u,76.7
uce_773u,76.7
uce_762u,76.7
uce_752u,76.7
uce_676u,76.7
uce_627u,76.7
uce_600u,76.7
uce_506u,76.7
uce_2125u,76.7
uce_2017u,76.7
uce_186u,76.7
uce_1783u,76.7
uce_1645u,76.7
uce_1635u,76.7
uce_1621u,76.7
uce_1613u,76.7
uce_1533u,76.7
uce_1513u,76.7
uce_1227u,76.7
uce_1204u,76.7
uce_1172u,76.7
uce_1108u,76.7
uce_1005u,76.7
uce_986u,75.3
uce_862u,75.3
uce_847u,75.3
uce_734u,75.3
uce_724u,75.3
uce_682u,75.3
uce_639u,75.3
uce_604u,75.3
uce_560u,75.3
uce_50u,75.3
uce_477u,75.3
uce_468u,75.3
uce_464u,75.3
uce_351u,75.3
uce_333u,75.3
uce_286u,75.3
uce_244u,75.3
uce_2109u,75.3
uce_2079u,75.3
uce_2026u,75.3
uce_1999u,75.3
uce_1856u,75.3
uce_1809u,75.3
uce_1778u,75.3
uce_1752u,75.3
uce_1734u,75.3
uce_1566u,75.3
uce_1561u,75.3
uce_1544u,75.3
uce_1518u,75.3
uce_1517u,75.3
uce_1505u,75.3
uce_1453u,75.3
uce_130u,75.3
uce_1232u,75.3
uce_1182u,75.3
uce_690u,74.0
uce_598u,74.0
uce_597u,74.0
uce_589u,74.0
uce_53u,74.0
uce_520u,74.0
uce_456u,74.0
uce_42u,74.0
uce_362u,74.0
uce_313u,74.0
uce_230u,74.0
uce_21u,74.0
uce_209u,74.0
uce_2006u,74.0
uce_1963u,74.0
uce_196u,74.0
uce_1944u,74.0
uce_1920u,74.0
uce_1860u,74.0
uce_1733u,74.0
uce_1713u,74.0
uce_1663u,74.0
uce_1657u,74.0
uce_160u,74.0
uce_1487u,74.0
uce_1418u,74.0
uce_1336u,74.0
uce_1251u,74.0
uce_1192u,74.0
uce_1126u,74.0
uce_1117u,74.0
uce_1076u,74.0
uce_1002u,74.0
uce_993u,72.6
uce_874u,72.6
uce_820u,72.6
uce_695u,72.6
uce_691u,72.6
uce_684u,72.6
uce_672u,72.6
uce_642u,72.6
uce_620u,72.6
uce_559u,72.6
uce_524u,72.6
uce_52u,72.6
uce_452u,72.6
uce_406u,72.6
uce_329u,72.6
uce_277u,72.6
uce_264u,72.6
uce_2106u,72.6
uce_2101u,72.6
uce_2083u,72.6
uce_2044u,72.6
uce_1995u,72.6
uce_189u,72.6
uce_1858u,72.6
uce_1830u,72.6
uce_1718u,72.6
uce_162u,72.6
uce_1569u,72.6
uce_1551u,72.6
uce_1488u,72.6
uce_1435u,72.6
uce_1416u,72.6
uce_1305u,72.6
uce_1300u,72.6
uce_1269u,72.6
uce_1133u,72.6
uce_1042u,72.6
uce_103u,72.6
uce_1011u,72.6
uce_866u,71.2
uce_834u,71.2
uce_789u,71.2
uce_757u,71.2
uce_443u,71.2
uce_439u,71.2
uce_397u,71.2
uce_356u,71.2
uce_293u,71.2
uce_2121u,71.2
uce_2077u,71.2
uce_1958u,71.2
uce_1832u,71.2
uce_1811u,71.2
uce_176u,71.2
uce_1738u,71.2
uce_1685u,71.2
uce_1616u,71.2
uce_1593u,71.2
uce_1578u,71.2
uce_1537u,71.2
uce_1536u,71.2
uce_1470u,71.2
uce_146u,71.2
uce_1443u,71.2
uce_144u,71.2
uce_142u,71.2
uce_1343u,71.2
uce_1258u,71.2
uce_1222u,71.2
uce_1168u,71.2
uce_1116u,71.2
uce_1054u,71.2
uce_1038u,71.2
uce_93u,69.9
uce_82u,69.9
uce_814u,69.9
uce_754u,69.9
uce_744u,69.9
uce_646u,69.9
uce_641u,69.9
uce_601u,69.9
uce_579u,69.9
uce_544u,69.9
uce_514u,69.9
uce_51u,69.9
uce_45u,69.9
uce_447u,69.9
uce_424u,69.9
uce_374u,69.9
uce_328u,69.9
uce_323u,69.9
uce_32u,69.9
uce_311u,69.9
uce_2122u,69.9
uce_2094u,69.9
uce_1933u,69.9
uce_192u,69.9
uce_1864u,69.9
uce_1777u,69.9
uce_1732u,69.9
uce_1729u,69.9
uce_171u,69.9
uce_1667u,69.9
uce_165u,69.9
uce_1590u,69.9
uce_1581u,69.9
uce_152u,69.9
uce_1482u,69.9
uce_1465u,69.9
uce_145u,69.9
uce_1386u,69.9
uce_137u,69.9
uce_1364u,69.9
uce_135u,69.9
uce_1320u,69.9
uce_1285u,69.9
uce_1073u,69.9
uce_106u,69.9
uce_1016u,69.9
uce_970u,68.5
uce_873u,68.5
uce_857u,68.5
uce_848u,68.5
uce_80u,68.5
uce_784u,68.5
uce_770u,68.5
uce_75u,68.5
uce_717u,68.5
uce_696u,68.5
uce_692u,68.5
uce_681u,68.5
uce_591u,68.5
uce_532u,68.5
uce_530u,68.5
uce_355u,68.5
uce_349u,68.5
uce_319u,68.5
uce_220u,68.5
uce_2092u,68.5
uce_207u,68.5
uce_1953u,68.5
uce_1950u,68.5
uce_1932u,68.5
uce_1921u,68.5
uce_1871u,68.5
uce_184u,68.5
uce_1756u,68.5
uce_1727u,68.5
uce_1712u,68.5
uce_1694u,68.5
uce_1683u,68.5
uce_1670u,68.5
uce_1592u,68.5
uce_1580u,68.5
uce_1512u,68.5
uce_1510u,68.5
uce_1422u,68.5
uce_1339u,68.5
uce_1299u,68.5
uce_1291u,68.5
uce_1245u,68.5
uce_1158u,68.5
uce_1150u,68.5
uce_1127u,68.5
uce_944u,67.1
uce_9u,67.1
uce_795u,67.1
uce_755u,67.1
uce_735u,67.1
uce_624u,67.1
uce_490u,67.1
uce_489u,67.1
uce_429u,67.1
uce_414u,67.1
uce_361u,67.1
uce_335u,67.1
uce_278u,67.1
uce_2028u,67.1
uce_2025u,67.1
uce_2024u,67.1
uce_1965u,67.1
uce_1960u,67.1
uce_1940u,67.1
uce_1907u,67.1
uce_1600u,67.1
uce_1560u,67.1
uce_1559u,67.1
uce_1436u,67.1
uce_1405u,67.1
uce_1327u,67.1
uce_1261u,67.1
uce_1257u,67.1
uce_1155u,67.1
uce_1120u,67.1
uce_1096u,67.1
uce_932u,65.8
uce_78u,65.8
uce_704u,65.8
uce_689u,65.8
uce_658u,65.8
uce_640u,65.8
uce_637u,65.8
uce_631u,65.8
uce_533u,65.8
uce_473u,65.8
uce_368u,65.8
uce_345u,65.8
uce_326u,65.8
uce_315u,65.8
uce_2076u,65.8
uce_2059u,65.8
uce_188u,65.8
uce_1859u,65.8
uce_1823u,65.8
uce_1795u,65.8
uce_1786u,65.8
uce_1772u,65.8
uce_1715u,65.8
uce_1619u,65.8
uce_1541u,65.8
uce_1486u,65.8
uce_1456u,65.8
uce_1406u,65.8
uce_1344u,65.8
uce_1341u,65.8
uce_1298u,65.8
uce_1264u,65.8
uce_1236u,65.8
uce_1143u,65.8
uce_1013u,65.8
uce_967u,64.4
uce_958u,64.4
uce_954u,64.4
uce_946u,64.4
uce_882u,64.4
uce_844u,64.4
uce_737u,64.4
uce_723u,64.4
uce_709u,64.4
uce_595u,64.4
uce_594u,64.4
uce_573u,64.4
uce_551u,64.4
uce_529u,64.4
uce_469u,64.4
uce_420u,64.4
uce_324u,64.4
uce_2071u,64.4
uce_2058u,64.4
uce_2014u,64.4
uce_2010u,64.4
uce_1861u,64.4
uce_1780u,64.4
uce_17u,64.4
uce_1668u,64.4
uce_1644u,64.4
uce_1579u,64.4
uce_1565u,64.4
uce_1459u,64.4
uce_1430u,64.4
uce_1337u,64.4
uce_1289u,64.4
uce_1221u,64.4
uce_1197u,64.4
uce_1129u,64.4
uce_1114u,64.4
uce_1062u,64.4
uce_956u,63.0
uce_951u,63.0
uce_837u,63.0
uce_741u,63.0
uce_730u,63.0
uce_69u,63.0
uce_435u,63.0
uce_325u,63.0
uce_249u,63.0
uce_210u,63.0
uce_2080u,63.0
uce_2047u,63.0
uce_2045u,63.0
uce_1784u,63.0
uce_166u,63.0
uce_1627u,63.0
uce_1626u,63.0
uce_1606u,63.0
uce_1523u,63.0
uce_1522u,63.0
uce_1485u,63.0
uce_1442u,63.0
uce_1345u,63.0
uce_1340u,63.0
uce_1293u,63.0
uce_1267u,63.0
uce_1253u,63.0
uce_1242u,63.0
uce_1179u,63.0
uce_1130u,63.0
uce_1071u,63.0
uce_1020u,63.0
uce_977u,61.6
uce_893u,61.6
uce_877u,61.6
uce_687u,61.6
uce_499u,61.6
uce_480u,61.6
uce_359u,61.6
uce_322u,61.6
uce_305u,61.6
uce_274u,61.6
uce_1873u,61.6
uce_1854u,61.6
uce_1828u,61.6
uce_1677u,61.6
uce_1607u,61.6
uce_156u,61.6
uce_148u,61.6
uce_1448u,61.6
uce_134u,61.6
uce_1085u,61.6
uce_959u,60.3
uce_941u,60.3
uce_892u,60.3
uce_884u,60.3
uce_86u,60.3
uce_714u,60.3
uce_683u,60.3
uce_607u,60.3
uce_565u,60.3
uce_497u,60.3
uce_486u,60.3
uce_482u,60.3
uce_437u,60.3
uce_411u,60.3
uce_407u,60.3
uce_353u,60.3
uce_296u,60.3
uce_232u,60.3
uce_219u,60.3
uce_200u,60.3
uce_1997u,60.3
uce_1792u,60.3
uce_1785u,60.3
uce_1689u,60.3
uce_1654u,60.3
uce_1582u,60.3
uce_1572u,60.3
uce_1554u,60.3
uce_149u,60.3
uce_1451u,60.3
uce_1328u,60.3
uce_1262u,60.3
uce_1252u,60.3
uce_1205u,60.3
uce_1159u,60.3
uce_994u,58.9
uce_940u,58.9
uce_840u,58.9
uce_832u,58.9
uce_787u,58.9
uce_769u,58.9
uce_706u,58.9
uce_705u,58.9
uce_628u,58.9
uce_401u,58.9
uce_389u,58.9
uce_287u,58.9
uce_250u,58.9
uce_2113u,58.9
uce_2066u,58.9
uce_2060u,58.9
uce_1908u,58.9
uce_1737u,58.9
uce_1731u,58.9
uce_1720u,58.9
uce_1690u,58.9
uce_1678u,58.9
uce_1660u,58.9
uce_1542u,58.9
uce_1530u,58.9
uce_1455u,58.9
uce_1409u,58.9
uce_1402u,58.9
uce_1196u,58.9
uce_1189u,58.9
uce_1156u,58.9
uce_1124u,58.9
uce_1118u,58.9
uce_992u,57.5
uce_966u,57.5
uce_964u,57.5
uce_885u,57.5
uce_843u,57.5
uce_839u,57.5
uce_688u,57.5
uce_679u,57.5
uce_481u,57.5
uce_227u,57.5
uce_2100u,57.5
uce_2075u,57.5
uce_206u,57.5
uce_197u,57.5
uce_1868u,57.5
uce_1867u,57.5
uce_1764u,57.5
uce_1726u,57.5
uce_1724u,57.5
uce_1711u,57.5
uce_1679u,57.5
uce_1575u,57.5
uce_1546u,57.5
uce_1484u,57.5
uce_1439u,57.5
uce_1384u,57.5
uce_1273u,57.5
uce_1231u,57.5
uce_1195u,57.5
uce_109u,57.5
uce_1026u,57.5
uce_985u,56.2
uce_858u,56.2
uce_808u,56.2
uce_798u,56.2
uce_765u,56.2
uce_487u,56.2
uce_352u,56.2
uce_2078u,56.2
uce_2037u,56.2
uce_1993u,56.2
uce_1912u,56.2
uce_1841u,56.2
uce_1782u,56.2
uce_1754u,56.2
uce_1618u,56.2
uce_155u,56.2
uce_1502u,56.2
uce_147u,56.2
uce_1464u,56.2
uce_1408u,56.2
uce_1404u,56.2
uce_138u,56.2
uce_1342u,56.2
uce_1160u,56.2
uce_1060u,56.2
uce_1049u,56.2
uce_999u,54.8
uce_880u,54.8
uce_718u,54.8
uce_699u,54.8
uce_611u,54.8
uce_549u,54.8
uce_531u,54.8
uce_431u,54.8
uce_256u,54.8
uce_2068u,54.8
uce_2007u,54.8
uce_1959u,54.8
uce_1926u,54.8
uce_1788u,54.8
uce_1641u,54.8
uce_158u,54.8
uce_1511u,54.8
uce_1392u,54.8
uce_1247u,54.8
uce_1193u,54.8
uce_110u,54.8
uce_1024u,54.8
uce_1015u,54.8
uce_851u,53.4
uce_819u,53.4
uce_811u,53.4
uce_576u,53.4
uce_492u,53.4
uce_485u,53.4
uce_472u,53.4
uce_449u,53.4
uce_358u,53.4
uce_337u,53.4
uce_265u,53.4
uce_1707u,53.4
uce_1649u,53.4
uce_154u,53.4
uce_1449u,53.4
uce_1391u,53.4
uce_1115u,53.4
uce_1014u,53.4
uce_947u,52.1
uce_90u,52.1
uce_838u,52.1
uce_791u,52.1
uce_73u,52.1
uce_522u,52.1
uce_338u,52.1
uce_269u,52.1
uce_267u,52.1
uce_2102u,52.1
uce_1975u,52.1
uce_1852u,52.1
uce_174u,52.1
uce_1596u,52.1
uce_1519u,52.1
uce_1494u,52.1
uce_1249u,52.1
uce_1181u,52.1
uce_1061u,52.1
uce_104u,52.1
uce_864u,50.7
uce_738u,50.7
uce_623u,50.7
uce_474u,50.7
uce_342u,50.7
uce_294u,50.7
uce_2116u,50.7
uce_2015u,50.7
uce_1909u,50.7
uce_1833u,50.7
uce_173u,50.7
uce_1423u,50.7
uce_1403u,50.7
uce_1325u,50.7
uce_1302u,50.7
uce_1292u,50.7
uce_1255u,50.7
uce_1246u,50.7
uce_1234u,50.7
uce_1203u,50.7
uce_1177u,50.7
uce_903u,49.3
uce_876u,49.3
uce_870u,49.3
uce_809u,49.3
uce_357u,49.3
uce_350u,49.3
uce_3u,49.3
uce_239u,49.3
uce_1954u,49.3
uce_1789u,49.3
uce_1584u,49.3
uce_1501u,49.3
uce_1497u,49.3
uce_1424u,49.3
uce_1365u,49.3
uce_1180u,49.3
