Locus,CompletenessValue
uce98u,69.4
uce2478u,69.4
uce116u,68.8
uce2935u,68.8
uce1178u,68.8
uce968u,68.8
uce1165u,68.8
uce4818u,68.8
uce3444u,68.8
uce1225u,68.8
uce1027u,68.8
uce1786u,68.8
uce3729u,68.8
uce1872u,68.8
uce822u,68.8
uce393u,68.8
uce3261u,68.8
uce2509u,68.8
uce1982u,68.8
uce333u,68.1
uce4390u,68.1
uce714u,68.1
uce3709u,68.1
uce1868u,68.1
uce3685u,68.1
uce1098u,68.1
uce1170u,68.1
uce3450u,68.1
uce716u,68.1
uce2197u,68.1
uce4771u,68.1
uce3536u,68.1
uce1957u,68.1
uce4519u,68.1
uce616u,67.5
uce3121u,67.5
uce2649u,67.5
uce2915u,67.5
uce1390u,67.5
uce2229u,67.5
uce1226u,67.5
uce452u,66.9
uce4223u,66.9
uce4836u,66.9
uce3497u,66.9
uce3410u,66.9
uce3305u,66.9
uce4531u,66.9
uce4682u,66.2
uce1022u,66.2
uce4242u,66.2
uce1913u,66.2
uce2877u,66.2
uce2073u,66.2
uce2385u,65.6
uce4116u,65.6
uce4262u,65.6
uce474u,65.6
uce2063u,65.6
uce2205u,65.6
uce506u,65.6
uce828u,65.6
uce2772u,65
uce117u,65
uce795u,65
uce3266u,65
uce595u,65
uce2861u,65
uce2113u,65
uce4819u,65
uce3400u,65
uce3105u,65
uce3694u,64.4
uce423u,64.4
uce698u,64.4
uce656u,64.4
uce4272u,64.4
uce4165u,64.4
uce4617u,64.4
uce1372u,64.4
uce578u,64.4
uce3362u,63.8
uce3804u,63.8
uce4369u,63.8
uce1116u,63.8
uce1310u,63.8
uce4197u,63.8
uce1476u,63.8
uce154u,63.8
uce3530u,63.8
uce1569u,63.8
uce1333u,63.8
uce2644u,63.8
uce2751u,63.8
uce931u,63.8
uce4856u,63.8
uce4137u,63.8
uce4584u,63.8
uce2668u,63.8
uce768u,63.8
uce2889u,63.8
uce1114u,63.1
uce1901u,63.1
uce4511u,63.1
uce4315u,63.1
uce3837u,63.1
uce229u,63.1
uce4517u,63.1
uce1053u,63.1
uce4435u,63.1
uce301u,63.1
uce1509u,62.5
uce4218u,62.5
uce518u,62.5
uce3800u,62.5
uce2240u,62.5
uce2046u,62.5
uce3635u,62.5
uce1934u,62.5
uce213u,62.5
uce2657u,62.5
uce3827u,62.5
uce2433u,62.5
uce591u,61.9
uce943u,61.9
uce773u,61.9
uce247u,61.9
uce4251u,61.9
uce800u,61.9
uce434u,61.9
uce1025u,61.9
uce3045u,61.9
uce3253u,61.9
uce2122u,61.9
uce4515u,61.9
uce158u,61.9
uce3754u,61.9
uce1207u,61.9
uce824u,61.9
uce1762u,61.9
uce2069u,61.2
uce2167u,61.2
uce2568u,61.2
uce2994u,61.2
uce4172u,61.2
uce857u,61.2
uce3899u,61.2
uce1855u,61.2
uce4761u,61.2
uce2378u,61.2
uce2913u,61.2
uce91u,61.2
uce1240u,61.2
uce4103u,61.2
uce1220u,61.2
uce3117u,61.2
uce400u,61.2
uce1295u,60.6
uce2779u,60.6
uce4705u,60.6
uce4576u,60.6
uce3562u,60.6
uce4779u,60.6
uce4512u,60.6
uce1936u,60.6
uce1183u,60.6
uce1916u,60.6
uce2359u,60.6
uce309u,60.6
uce4478u,60.6
uce3953u,60.6
uce1648u,60.6
uce2088u,60.6
uce2605u,60.6
uce186u,60.6
uce1986u,60
uce3100u,60
uce1331u,60
uce3278u,60
uce2254u,60
uce885u,60
uce1050u,60
uce3744u,60
uce4267u,60
uce3619u,60
uce684u,60
uce2654u,60
uce2725u,60
uce3269u,60
uce940u,60
uce1690u,60
uce1205u,60
uce3914u,60
uce4078u,59.4
uce2806u,59.4
uce1229u,59.4
uce1694u,59.4
uce3520u,59.4
uce830u,59.4
uce1362u,59.4
uce3532u,59.4
uce4271u,59.4
uce4539u,59.4
uce965u,59.4
uce3119u,59.4
uce1298u,58.8
uce4807u,58.8
uce2688u,58.8
uce2920u,58.8
uce2068u,58.8
uce1329u,58.8
uce1327u,58.8
uce2094u,58.8
uce2238u,58.8
uce3605u,58.8
uce2986u,58.8
uce1662u,58.8
uce3043u,58.8
uce1598u,58.8
uce2885u,58.8
uce2821u,58.8
uce4895u,58.8
uce1850u,58.8
uce3054u,58.1
uce2257u,58.1
uce1168u,58.1
uce4817u,58.1
uce2185u,58.1
uce2984u,58.1
uce659u,58.1
uce2423u,58.1
uce3863u,58.1
uce1628u,58.1
uce4664u,58.1
uce4338u,57.5
uce1938u,57.5
uce1054u,57.5
uce424u,57.5
uce4666u,57.5
uce2633u,57.5
uce3713u,57.5
uce4764u,57.5
uce4724u,57.5
uce3435u,57.5
uce1588u,57.5
uce4754u,57.5
uce1612u,57.5
uce4317u,56.9
uce1520u,56.9
uce3875u,56.9
uce1102u,56.9
uce1037u,56.9
uce4177u,56.9
uce1592u,56.9
uce2450u,56.9
uce519u,56.9
uce4314u,56.9
uce4737u,56.9
uce4077u,56.9
uce4570u,56.9
uce2016u,56.9
uce567u,56.9
uce4029u,56.9
uce3908u,56.2
uce4289u,56.2
uce1253u,56.2
uce2377u,56.2
uce875u,56.2
uce4816u,56.2
uce354u,56.2
uce185u,56.2
uce2648u,56.2
uce3743u,56.2
uce1496u,56.2
uce3287u,56.2
uce3341u,56.2
uce1661u,55.6
uce2498u,55.6
uce4269u,55.6
uce1007u,55.6
uce2179u,55.6
uce1316u,55.6
uce3218u,55.6
uce4213u,55.6
uce1358u,55.6
uce1983u,55.6
uce3234u,55.6
uce3235u,55.6
uce1040u,55.6
uce4199u,55.6
uce679u,55.6
uce4114u,55.6
uce4546u,55.6
uce2765u,55.6
uce2249u,55.6
uce3376u,55.6
uce557u,55.6
uce1908u,55.6
uce1125u,55.6
uce1379u,55.6
uce472u,55
uce2769u,55
uce1157u,55
uce1491u,55
uce1156u,55
uce1454u,55
uce1138u,55
uce4030u,55
uce3748u,55
uce2136u,55
uce2945u,55
uce2900u,55
uce1570u,55
uce2876u,55
uce2947u,54.4
uce1436u,54.4
uce777u,54.4
uce4083u,54.4
uce767u,54.4
uce1122u,54.4
uce715u,54.4
uce1160u,54.4
uce1261u,54.4
uce2342u,54.4
uce454u,54.4
uce3159u,54.4
uce809u,54.4
uce1902u,54.4
uce1955u,53.8
uce620u,53.8
uce3321u,53.8
uce4713u,53.8
uce1974u,53.8
uce4702u,53.8
uce84u,53.8
uce594u,53.8
uce1559u,53.8
uce313u,53.8
uce1777u,53.8
uce3852u,53.8
uce4492u,53.8
uce3254u,53.1
uce4753u,53.1
uce4516u,53.1
uce2953u,53.1
uce1775u,53.1
uce2065u,53.1
uce835u,53.1
uce1773u,53.1
uce4128u,53.1
uce2471u,53.1
uce1186u,53.1
uce1097u,53.1
uce2755u,52.5
uce1788u,52.5
uce2642u,52.5
uce872u,52.5
uce3513u,52.5
uce3911u,52.5
uce3833u,52.5
uce3542u,52.5
uce1256u,52.5
uce2574u,52.5
uce1185u,52.5
uce109u,52.5
uce3214u,52.5
uce3320u,52.5
uce1290u,52.5
uce4799u,52.5
uce3518u,52.5
uce3480u,52.5
uce4451u,51.9
uce834u,51.9
uce1189u,51.9
uce4093u,51.9
uce3409u,51.9
uce286u,51.9
uce4510u,51.9
uce3599u,51.9
uce1343u,51.9
uce3757u,51.9
uce2834u,51.9
uce3304u,51.9
uce4440u,51.9
uce2533u,51.9
uce3056u,51.2
uce4796u,51.2
uce636u,51.2
uce4091u,51.2
uce3151u,51.2
uce4700u,51.2
uce3185u,51.2
uce2926u,51.2
uce832u,51.2
uce1750u,51.2
uce1415u,51.2
uce3349u,51.2
uce3099u,51.2
uce4189u,51.2
uce3271u,51.2
uce1224u,51.2
uce3432u,51.2
uce1388u,51.2
uce1328u,51.2
uce752u,51.2
uce2060u,51.2
uce1283u,51.2
uce4264u,50.6
uce399u,50.6
uce3326u,50.6
uce2466u,50.6
uce1876u,50.6
uce3547u,50.6
uce619u,50.6
uce582u,50.6
uce3688u,50.6
uce2081u,50.6
uce237u,50.6
uce4596u,50.6
uce3106u,50.6
uce24u,50.6
uce2687u,50.6
uce1714u,50.6
uce1344u,50.6
uce3431u,50.6
uce1464u,50.6
uce3564u,50
uce2536u,50
uce2650u,50
uce2420u,50
uce3645u,50
uce2030u,50
uce3327u,50
uce4541u,50
uce38u,50
uce2180u,50
uce3072u,50
