Locus,CompletenessValue
uce_320u,77
uce_201u,77
uce_139u,77
uce_983bu,76
uce_976au,76
uce_728u,76
uce_547u,76
uce_515u,76
uce_501u,76
uce_362u,76
uce_190u,76
uce_88u,76
uce_38u,76
uce_28u,76
uce_1177u,75
uce_774u,75
uce_638u,75
uce_591u,75
uce_481u,75
uce_457u,75
uce_360u,75
uce_80u,75
uce_69u,75
uce_27u,75
uce_1229u,74
uce_1226u,74
uce_1178u,74
uce_1168u,74
uce_1157u,74
uce_1071u,74
uce_966u,74
uce_826u,74
uce_743u,74
uce_659u,74
uce_536u,74
uce_498u,74
uce_424u,74
uce_307u,74
uce_1152u,73
uce_988au,73
uce_981au,73
uce_976bu,73
uce_760u,73
uce_690u,73
uce_683u,73
uce_593u,73
uce_562u,73
uce_542u,73
uce_344u,73
uce_1102bu,72
uce_847u,72
uce_841u,72
uce_718u,72
uce_713u,72
uce_698u,72
uce_637u,72
uce_540u,72
uce_439u,72
uce_288u,72
uce_256u,72
uce_1228u,71
uce_1133u,71
uce_1087u,71
uce_1038u,71
uce_852u,71
uce_704u,71
uce_364u,71
uce_200u,71
uce_143u,71
uce_1115u,70
uce_895au,70
uce_729u,70
uce_530u,70
uce_324u,70
uce_118u,70
uce_67u,70
uce_5u,70
uce_1185u,69
uce_1173u,69
uce_1158u,69
uce_1134u,69
uce_1103u,69
uce_1078u,69
uce_931u,69
uce_787u,69
uce_739u,69
uce_667u,69
uce_579u,69
uce_561u,69
uce_477u,69
uce_464u,69
uce_390u,69
uce_341u,69
uce_272u,69
uce_239u,69
uce_210u,69
uce_205u,69
uce_188u,69
uce_134u,69
uce_47u,69
uce_39u,69
uce_1065u,68
uce_1051u,68
uce_928u,68
uce_794u,68
uce_574u,68
uce_465u,68
uce_428u,68
uce_361u,68
uce_359u,68
uce_335u,68
uce_300u,68
uce_106u,68
uce_35u,68
uce_1190u,67
uce_1060u,67
uce_964u,67
uce_864u,67
uce_799u,67
uce_658u,67
uce_624u,67
uce_251u,67
uce_186u,67
uce_115u,67
uce_77u,67
uce_19u,67
uce_1102au,66
uce_1043u,66
uce_1027u,66
uce_887u,66
uce_862u,66
uce_828u,66
uce_777u,66
uce_773u,66
uce_758u,66
uce_757u,66
uce_751u,66
uce_656u,66
uce_449u,66
uce_410u,66
uce_332u,66
uce_230u,66
uce_179u,66
uce_18u,66
uce_14au,66
uce_1219au,65
uce_1213u,65
uce_1029u,65
uce_1014u,65
uce_937u,65
uce_889u,65
uce_859u,65
uce_802u,65
uce_701u,65
uce_653u,65
uce_636u,65
uce_597u,65
uce_377u,65
uce_229u,65
uce_185u,65
uce_111u,65
uce_95u,65
uce_52au,65
uce_23u,65
uce_1188bu,64
uce_1028u,64
uce_1018u,64
uce_988bu,64
uce_941u,64
uce_921u,64
uce_895bu,64
uce_855u,64
uce_678u,64
uce_543u,64
uce_490u,64
uce_485u,64
uce_460u,64
uce_432u,64
uce_183u,64
uce_181u,64
uce_1094u,63
uce_1052u,63
uce_1033u,63
uce_908u,63
uce_737u,63
uce_454u,63
uce_308u,63
uce_231u,63
uce_1204u,62
uce_1170u,62
uce_1146u,62
uce_1135u,62
uce_1101u,62
uce_1062u,62
uce_1048u,62
uce_1023u,62
uce_722u,62
uce_475u,62
uce_437u,62
uce_427u,62
uce_391au,62
uce_380u,62
uce_366u,62
uce_234u,62
uce_220u,62
uce_90u,62
uce_71u,62
uce_1166u,61
uce_1104u,61
uce_993u,61
uce_988cu,61
uce_939u,61
uce_527u,61
uce_287u,61
uce_278u,61
uce_248u,61
uce_159u,61
uce_137u,61
uce_32u,61
uce_1153u,60
uce_905u,60
uce_851u,60
uce_796u,60
uce_675u,60
uce_672u,60
uce_634u,60
uce_563u,60
uce_506u,60
uce_321u,60
uce_311u,60
uce_123u,60
uce_101u,60
uce_3u,60
uce_1220u,59
uce_1211u,59
uce_1057u,59
uce_1013u,59
uce_715u,59
uce_714u,59
uce_687au,59
uce_674u,59
uce_586u,59
uce_521u,59
uce_516au,59
uce_462u,59
uce_441bu,59
uce_394u,59
uce_391bu,59
uce_289u,59
uce_261u,59
uce_158u,59
uce_1u,59
uce_1196u,58
uce_1112u,58
uce_1077u,58
uce_970u,58
uce_940u,58
uce_936u,58
uce_813u,58
uce_709u,58
uce_708u,58
uce_657u,58
uce_519u,58
uce_104u,58
uce_13au,58
uce_1035u,57
uce_960u,57
uce_894u,57
uce_820u,57
uce_789u,57
uce_599u,57
uce_545u,57
uce_534u,57
uce_487u,57
uce_1188au,56
uce_1088u,56
uce_1085u,56
uce_1081u,56
uce_1009u,56
uce_897u,56
uce_744u,56
uce_611u,56
uce_555u,56
uce_480u,56
uce_415u,56
uce_309u,56
uce_228bu,56
uce_213u,56
uce_177u,56
uce_14bu,56
uce_13bu,56
uce_9u,56
uce_1216u,55
uce_1138u,55
uce_981bu,55
uce_950u,55
uce_946u,55
uce_919u,55
uce_844u,55
uce_816u,55
uce_702u,55
uce_688u,55
uce_652u,55
uce_646u,55
uce_551u,55
uce_474u,55
uce_401u,55
uce_353u,55
uce_164u,55
uce_97bu,55
uce_1175u,54
uce_1162u,54
uce_1159u,54
uce_1154u,54
uce_1091u,54
uce_791u,54
uce_763u,54
uce_628u,54
uce_620u,54
uce_340u,54
uce_1215u,53
uce_1136u,53
uce_1006u,53
uce_886u,53
uce_792u,53
uce_748u,53
uce_644u,53
uce_589u,53
uce_422u,53
uce_263u,53
uce_191u,53
uce_52bu,53
uce_1149u,52
uce_1045u,52
uce_985u,52
uce_686u,52
uce_685u,52
uce_580u,52
uce_546u,52
uce_447u,52
uce_388u,52
uce_275u,52
uce_89u,52
uce_1218u,51
uce_1206u,51
uce_1169u,51
uce_1144u,51
uce_974u,51
uce_896u,51
uce_871u,51
uce_699u,51
uce_687bu,51
uce_516bu,51
uce_413u,51
uce_404u,51
uce_182u,51
uce_176u,51
uce_140u,51
uce_967u,50
uce_890u,50
uce_771u,50
uce_606u,50
uce_94u,50
uce_93u,50
uce_66u,50
uce_15u,50
uce_265u,49
uce_184u,47
uce_148u,46
uce_78u,45.0
uce_126u,44.0
uce_242u,40
