Locus,CompletenessValue
uce-13870,62
uce-13563,62
uce-12309,62
uce-11887,62
uce-10275,62
uce-10200,62
uce-7833,61
uce-7140,61
uce-5975,61
uce-4094,61
uce-2891,61
uce-23441,61
uce-19852,61
uce-1940,61
uce-18790,61
uce-18366,61
uce-17092,61
uce-16412,61
uce-15341,61
uce-14964,61
uce-14421,61
uce-13353,61
uce-1311,61
uce-12771,61
uce-12369,61
uce-11568,61
uce-11542,61
uce-11150,61
uce-9817,60
uce-9277,60
uce-8468,60
uce-7221,60
uce-6321,60
uce-5768,60
uce-4867,60
uce-4861,60
uce-4041,60
uce-3000,60
uce-2974,60
uce-2780,60
uce-23538,60
uce-22825,60
uce-22162,60
uce-22116,60
uce-21137,60
uce-14901,60
uce-13306,60
uce-1316,60
uce-12884,60
uce-12024,60
uce-11382,60
uce-924,59
uce-8796,59
uce-7704,59
uce-4030,59
uce-3629,59
uce-24623,59
uce-2215,59
uce-2201,59
uce-20749,59
uce-1981,59
uce-18891,59
uce-18197,59
uce-15442,59
uce-15267,59
uce-15104,59
uce-14861,59
uce-14845,59
uce-14796,59
uce-13527,59
uce-1296,59
uce-123,59
uce-110,59
uce-10381,59
uce-9827,58
uce-9826,58
uce-9818,58
uce-8962,58
uce-6346,58
uce-4866,58
uce-4085,58
uce-3947,58
uce-23482,58
uce-22168,58
uce-21856,58
uce-21031,58
uce-20638,58
uce-18596,58
uce-18184,58
uce-16950,58
uce-16368,58
uce-1417,58
uce-14133,58
uce-13821,58
uce-13734,58
uce-13574,58
uce-13131,58
uce-12978,58
uce-12094,58
uce-12071,58
uce-10759,58
uce-9464,57
uce-885,57
uce-8528,57
uce-6271,57
uce-5727,57
uce-5030,57
uce-4435,57
uce-3103,57
uce-3015,57
uce-24695,57
uce-24633,57
uce-20960,57
uce-17808,57
uce-1751,57
uce-16522,57
uce-16434,57
uce-14465,57
uce-11039,57
uce-10424,57
uce-9656,56
uce-933,56
uce-8933,56
uce-6068,56
uce-599,56
uce-5881,56
uce-513,56
uce-2559,56
uce-24870,56
uce-23998,56
uce-22411,56
uce-20265,56
uce-1939,56
uce-19287,56
uce-18674,56
uce-18631,56
uce-18445,56
uce-17868,56
uce-17645,56
uce-17495,56
uce-17381,56
uce-17050,56
uce-16866,56
uce-14761,56
uce-13820,56
uce-12583,56
uce-12453,56
uce-11964,56
uce-1170,56
uce-10577,56
uce-10011,56
uce-9548,55
uce-6620,55
uce-5690,55
uce-5367,55
uce-521,55
uce-5195,55
uce-4274,55
uce-3808,55
uce-3531,55
uce-2983,55
uce-2848,55
uce-2683,55
uce-2613,55
uce-2564,55
uce-24554,55
uce-24315,55
uce-23549,55
uce-23414,55
uce-23206,55
uce-21339,55
uce-20910,55
uce-20208,55
uce-20087,55
uce-19288,55
uce-18592,55
uce-18521,55
uce-15117,55
uce-14605,55
uce-13881,55
uce-1359,55
uce-12052,55
uce-10485,55
uce-10165,55
uce-8963,54
uce-8862,54
uce-8830,54
uce-8723,54
uce-8599,54
uce-7446,54
uce-6065,54
uce-6006,54
uce-522,54
uce-5171,54
uce-4130,54
uce-3937,54
uce-24951,54
uce-23249,54
uce-23119,54
uce-21994,54
uce-21693,54
uce-1746,54
uce-17159,54
uce-17107,54
uce-14189,54
uce-12706,54
uce-12559,54
uce-11133,54
uce-10579,54
uce-10106,54
uce-9476,53
uce-9129,53
uce-907,53
uce-898,53
uce-7325,53
uce-6076,53
uce-5677,53
uce-5363,53
uce-508,53
uce-3633,53
uce-24481,53
uce-23607,53
uce-23503,53
uce-22243,53
uce-20973,53
uce-20732,53
uce-18228,53
uce-18073,53
uce-16304,53
uce-15496,53
uce-14321,53
uce-10496,53
uce-999,52
uce-9180,52
uce-7904,52
uce-7508,52
uce-5920,52
uce-338,52
uce-24869,52
uce-24103,52
uce-22357,52
uce-22013,52
uce-20578,52
uce-19008,52
uce-18977,52
uce-16716,52
uce-15985,52
uce-15927,52
uce-15148,52
uce-14185,52
uce-13927,52
uce-13259,52
uce-12813,52
uce-1280,52
uce-12173,52
uce-11611,52
uce-11427,52
uce-11053,52
uce-10917,52
uce-10617,52
uce-9904,51
uce-9856,51
uce-9634,51
uce-6860,51
uce-5626,51
uce-519,51
uce-5144,51
uce-3773,51
uce-3643,51
uce-24970,51
uce-23806,51
uce-22612,51
uce-21485,51
uce-20730,51
uce-19532,51
uce-1907,51
uce-18687,51
uce-18020,51
uce-16067,51
uce-15950,51
uce-13221,51
uce-13112,51
uce-12493,51
uce-12268,51
uce-11944,51
uce-10852,51
uce-9085,50
uce-8734,50
uce-8696,50
uce-756,50
uce-7331,50
uce-5540,50
uce-4088,50
uce-4026,50
uce-3751,50
uce-24595,50
uce-23198,50
uce-21607,50
uce-21415,50
uce-19744,50
uce-19402,50
uce-15422,50
uce-13101,50
uce-13015,50
uce-12356,50
uce-12164,50
