Locus,CompletenessValue
uce_2006385u,96.8
uce_2006322u,96.8
uce_2006265u,96.8
uce_2006263u,96.8
uce_2006247u,96.8
uce_2006146u,96.8
uce_2006116u,96.8
uce_2006111u,96.8
uce_2005985u,96.8
uce_2005939u,96.8
uce_2005934u,96.8
uce_2005925u,96.8
uce_200589u,96.8
uce_2005811u,96.8
uce_2005810u,96.8
uce_2005762u,96.8
uce_2005758u,96.8
uce_2005749u,96.8
uce_2005745u,96.8
uce_2005697u,96.8
uce_2005648u,96.8
uce_2005647u,96.8
uce_2005629u,96.8
uce_2005617u,96.8
uce_200552u,96.8
uce_2005459u,96.8
uce_2005404u,96.8
uce_2005402u,96.8
uce_2005361u,96.8
uce_2005347u,96.8
uce_2005282u,96.8
uce_200528u,96.8
uce_2005233u,96.8
uce_2005228u,96.8
uce_2005143u,96.8
uce_2005137u,96.8
uce_2005096u,96.8
uce_2005094u,96.8
uce_2005092u,96.8
uce_200500u,96.8
uce_2004908u,96.8
uce_2004900u,96.8
uce_2004884u,96.8
uce_2004875u,96.8
uce_2004859u,96.8
uce_2004843u,96.8
uce_2004832u,96.8
uce_2004829u,96.8
uce_2004810u,96.8
uce_2004793u,96.8
uce_2004729u,96.8
uce_2004686u,96.8
uce_2004683u,96.8
uce_2004625u,96.8
uce_2004611u,96.8
uce_2004610u,96.8
uce_2004531u,96.8
uce_2004474u,96.8
uce_2004471u,96.8
uce_2004448u,96.8
uce_2004433u,96.8
uce_2004358u,96.8
uce_2004271u,96.8
uce_2004232u,96.8
uce_2004134u,96.8
uce_2004081u,96.8
uce_2004070u,96.8
uce_2004056u,96.8
uce_2004001u,96.8
uce_2004000u,96.8
uce_200392u,96.8
uce_2003919u,96.8
uce_2003894u,96.8
uce_2003876u,96.8
uce_2003869u,96.8
uce_2003867u,96.8
uce_2003710u,96.8
uce_2003697u,96.8
uce_2003685u,96.8
uce_2003664u,96.8
uce_2003646u,96.8
uce_2003571u,96.8
uce_2003542u,96.8
uce_2003510u,96.8
uce_2003506u,96.8
uce_2003430u,96.8
uce_2003426u,96.8
uce_2003423u,96.8
uce_2003403u,96.8
uce_200340u,96.8
uce_2003342u,96.8
uce_2003314u,96.8
uce_2003313u,96.8
uce_2003294u,96.8
uce_2003288u,96.8
uce_2003268u,96.8
uce_2003214u,96.8
uce_2003200u,96.8
uce_2003196u,96.8
uce_2003162u,96.8
uce_2003132u,96.8
uce_2003128u,96.8
uce_2003124u,96.8
uce_2003119u,96.8
uce_200309u,96.8
uce_2003086u,96.8
uce_2003085u,96.8
uce_2003082u,96.8
uce_2003058u,96.8
uce_2003033u,96.8
uce_2002997u,96.8
uce_2002980u,96.8
uce_2002941u,96.8
uce_2002933u,96.8
uce_2002907u,96.8
uce_2002888u,96.8
uce_2002782u,96.8
uce_2002764u,96.8
uce_2002712u,96.8
uce_2002698u,96.8
uce_2002675u,96.8
uce_2002642u,96.8
uce_2002634u,96.8
uce_2002608u,96.8
uce_2002607u,96.8
uce_2002532u,96.8
uce_200249u,96.8
uce_2002432u,96.8
uce_2002402u,96.8
uce_2002315u,96.8
uce_2002289u,96.8
uce_2002180u,96.8
uce_2002094u,96.8
uce_2002074u,96.8
uce_2002023u,96.8
uce_2002017u,96.8
uce_2001959u,96.8
uce_2001958u,96.8
uce_2001947u,96.8
uce_2001858u,96.8
uce_2001855u,96.8
uce_2001737u,96.8
uce_2001728u,96.8
uce_2001710u,96.8
uce_2001676u,96.8
uce_2001673u,96.8
uce_2001624u,96.8
uce_2001606u,96.8
uce_200160u,96.8
uce_2001591u,96.8
uce_2001589u,96.8
uce_2001548u,96.8
uce_2001524u,96.8
uce_200152u,96.8
uce_2001519u,96.8
uce_2001498u,96.8
uce_2001497u,96.8
uce_2001492u,96.8
uce_2001438u,96.8
uce_2001420u,96.8
uce_2001384u,96.8
uce_2001375u,96.8
uce_2001337u,96.8
uce_2001295u,96.8
uce_200129u,96.8
uce_2001281u,96.8
uce_2001189u,96.8
uce_2001166u,96.8
uce_200115u,96.8
uce_2001116u,96.8
uce_2001114u,96.8
uce_2001102u,96.8
uce_20010343u,96.8
uce_20010341u,96.8
uce_20010339u,96.8
uce_20010338u,96.8
uce_20010334u,96.8
uce_20010317u,96.8
uce_20010313u,96.8
uce_20010311u,96.8
uce_20010309u,96.8
uce_20010308u,96.8
uce_20010149u,96.8
uce_20010144u,96.8
uce_20010009u,96.8
uce_1005657u,96.8
uce_1002778u,96.8
uce_2009916u,95.2
uce_2009896u,95.2
uce_2009882u,95.2
uce_2009831u,95.2
uce_2009821u,95.2
uce_200981u,95.2
uce_2009770u,95.2
uce_2009707u,95.2
uce_2009680u,95.2
uce_2009675u,95.2
uce_2009605u,95.2
uce_2009594u,95.2
uce_2009589u,95.2
uce_2009554u,95.2
uce_2009535u,95.2
uce_2009529u,95.2
uce_2009392u,95.2
uce_2009383u,95.2
uce_2009318u,95.2
uce_2009134u,95.2
uce_2009100u,95.2
uce_2009081u,95.2
uce_2009050u,95.2
uce_200901u,95.2
uce_2008912u,95.2
uce_2008845u,95.2
uce_2008786u,95.2
uce_2008761u,95.2
uce_2008760u,95.2
uce_2008723u,95.2
uce_2008705u,95.2
uce_2008640u,95.2
uce_2008624u,95.2
uce_2008622u,95.2
uce_2008604u,95.2
uce_2008600u,95.2
uce_2008564u,95.2
uce_2008525u,95.2
uce_2008505u,95.2
uce_2008457u,95.2
uce_2008437u,95.2
uce_2008422u,95.2
uce_2008393u,95.2
uce_2008337u,95.2
uce_2008323u,95.2
uce_2008274u,95.2
uce_2008233u,95.2
uce_2008205u,95.2
uce_2008082u,95.2
uce_2007996u,95.2
uce_2007993u,95.2
uce_2007961u,95.2
uce_2007751u,95.2
uce_2007646u,95.2
uce_2007641u,95.2
uce_2007615u,95.2
uce_2007599u,95.2
uce_2007565u,95.2
uce_2007560u,95.2
uce_200752u,95.2
uce_2007420u,95.2
uce_2007393u,95.2
uce_2007388u,95.2
uce_2007365u,95.2
uce_2007353u,95.2
uce_2007279u,95.2
uce_2007272u,95.2
uce_200723u,95.2
uce_2007205u,95.2
uce_2007165u,95.2
uce_2007157u,95.2
uce_2007156u,95.2
uce_2007147u,95.2
uce_2007134u,95.2
uce_2007091u,95.2
uce_2007064u,95.2
uce_2007063u,95.2
uce_2007036u,95.2
uce_2007010u,95.2
uce_200696u,95.2
uce_2006957u,95.2
uce_2006956u,95.2
uce_200694u,95.2
uce_2006781u,95.2
uce_2006775u,95.2
uce_200677u,95.2
uce_2006757u,95.2
uce_200675u,95.2
uce_2006741u,95.2
uce_2006672u,95.2
uce_200646u,95.2
uce_2006436u,95.2
uce_200638u,95.2
uce_2006312u,95.2
uce_2006285u,95.2
uce_2006284u,95.2
uce_2006207u,95.2
uce_2006205u,95.2
uce_2006204u,95.2
uce_2006202u,95.2
uce_2006162u,95.2
uce_2005984u,95.2
uce_2005942u,95.2
uce_2005839u,95.2
uce_2005835u,95.2
uce_200581u,95.2
uce_2005703u,95.2
uce_2005701u,95.2
uce_2005696u,95.2
uce_2005651u,95.2
uce_2005585u,95.2
uce_200558u,95.2
uce_2005551u,95.2
uce_2005519u,95.2
uce_2005362u,95.2
uce_2005343u,95.2
uce_200530u,95.2
uce_2005258u,95.2
uce_2005186u,95.2
uce_2005185u,95.2
uce_2005160u,95.2
uce_2005093u,95.2
uce_2005073u,95.2
uce_2005033u,95.2
uce_2005032u,95.2
uce_2005028u,95.2
uce_2005020u,95.2
uce_2004926u,95.2
uce_2004905u,95.2
uce_2004888u,95.2
uce_2004863u,95.2
uce_2004834u,95.2
uce_2004787u,95.2
uce_2004770u,95.2
uce_2004755u,95.2
uce_2004713u,95.2
uce_2004681u,95.2
uce_2004664u,95.2
uce_20046u,95.2
uce_2004594u,95.2
uce_2004577u,95.2
uce_2004576u,95.2
uce_2004568u,95.2
uce_2004552u,95.2
uce_2004534u,95.2
uce_2004497u,95.2
uce_2004491u,95.2
uce_2004414u,95.2
uce_2004366u,95.2
uce_2004360u,95.2
uce_2004254u,95.2
uce_2004200u,95.2
uce_2004147u,95.2
uce_2004127u,95.2
uce_200404u,95.2
uce_2004021u,95.2
uce_2004006u,95.2
uce_2003982u,95.2
uce_2003948u,95.2
uce_2003930u,95.2
uce_2003912u,95.2
uce_2003885u,95.2
uce_2003865u,95.2
uce_2003833u,95.2
uce_2003743u,95.2
uce_2003712u,95.2
uce_2003626u,95.2
uce_200361u,95.2
uce_2003597u,95.2
uce_2003596u,95.2
uce_2003592u,95.2
uce_2003583u,95.2
uce_2003448u,95.2
uce_2003425u,95.2
uce_2003363u,95.2
uce_2003324u,95.2
uce_200330u,95.2
uce_2003293u,95.2
uce_2003203u,95.2
uce_200317u,95.2
uce_2003169u,95.2
uce_2003122u,95.2
uce_2003121u,95.2
uce_2003110u,95.2
uce_2003109u,95.2
uce_2003107u,95.2
uce_20031u,95.2
uce_200302u,95.2
uce_2003004u,95.2
uce_2002998u,95.2
uce_2002974u,95.2
uce_2002934u,95.2
uce_2002906u,95.2
uce_2002860u,95.2
uce_2002836u,95.2
uce_2002771u,95.2
uce_2002753u,95.2
uce_2002737u,95.2
uce_2002713u,95.2
uce_2002699u,95.2
uce_2002654u,95.2
uce_2002637u,95.2
uce_200258u,95.2
uce_2002408u,95.2
uce_2002401u,95.2
uce_2002368u,95.2
uce_2002317u,95.2
uce_2002314u,95.2
uce_2002313u,95.2
uce_200231u,95.2
uce_2002287u,95.2
uce_2002187u,95.2
uce_2002182u,95.2
uce_2002150u,95.2
uce_2002138u,95.2
uce_2002110u,95.2
uce_2002098u,95.2
uce_2002075u,95.2
uce_2002057u,95.2
uce_2002042u,95.2
uce_2002013u,95.2
uce_2001957u,95.2
uce_2001956u,95.2
uce_200191u,95.2
uce_2001892u,95.2
uce_2001881u,95.2
uce_2001840u,95.2
uce_2001838u,95.2
uce_2001746u,95.2
uce_2001692u,95.2
uce_2001664u,95.2
uce_200162u,95.2
uce_2001601u,95.2
uce_2001556u,95.2
uce_200155u,95.2
uce_2001549u,95.2
uce_2001532u,95.2
uce_2001499u,95.2
uce_2001496u,95.2
uce_2001457u,95.2
uce_200142u,95.2
uce_2001383u,95.2
uce_2001328u,95.2
uce_2001293u,95.2
uce_2001274u,95.2
uce_2001249u,95.2
uce_2001246u,95.2
uce_2001180u,95.2
uce_2001151u,95.2
uce_200113u,95.2
uce_2001115u,95.2
uce_2001085u,95.2
uce_2001070u,95.2
uce_2001065u,95.2
uce_200105u,95.2
uce_2001036u,95.2
uce_20010344u,95.2
uce_20010329u,95.2
uce_20010325u,95.2
uce_20010307u,95.2
uce_20010298u,95.2
uce_20010256u,95.2
uce_20010248u,95.2
uce_20010222u,95.2
uce_2001019u,95.2
uce_20010147u,95.2
uce_20010146u,95.2
uce_20010145u,95.2
uce_20010137u,95.2
uce_20010123u,95.2
uce_20010120u,95.2
uce_20010061u,95.2
uce_1005658u,95.2
uce_1004445u,95.2
uce_200986u,93.7
uce_2009855u,93.7
uce_2009761u,93.7
uce_2009760u,93.7
uce_2009738u,93.7
uce_2009628u,93.7
uce_2009541u,93.7
uce_2009459u,93.7
uce_200945u,93.7
uce_2009445u,93.7
uce_2009386u,93.7
uce_2009305u,93.7
uce_2009273u,93.7
uce_2009247u,93.7
uce_2009197u,93.7
uce_2009135u,93.7
uce_2009091u,93.7
uce_2009089u,93.7
uce_2009002u,93.7
uce_2009000u,93.7
uce_2008931u,93.7
uce_2008800u,93.7
uce_2008795u,93.7
uce_2008548u,93.7
uce_2008495u,93.7
uce_2008487u,93.7
uce_2008445u,93.7
uce_200835u,93.7
uce_2008326u,93.7
uce_2008236u,93.7
uce_2008219u,93.7
uce_2008170u,93.7
uce_2008103u,93.7
uce_2008079u,93.7
uce_2008071u,93.7
uce_2008028u,93.7
uce_2007809u,93.7
uce_2007807u,93.7
uce_200776u,93.7
uce_2007713u,93.7
uce_2007644u,93.7
uce_2007603u,93.7
uce_2007528u,93.7
uce_2007491u,93.7
uce_2007430u,93.7
uce_2007414u,93.7
uce_200739u,93.7
uce_20073u,93.7
uce_2007222u,93.7
uce_2007186u,93.7
uce_200716u,93.7
uce_2007118u,93.7
uce_2007110u,93.7
uce_2007105u,93.7
uce_2007038u,93.7
uce_2006995u,93.7
uce_2006947u,93.7
uce_2006786u,93.7
uce_2006769u,93.7
uce_2006742u,93.7
uce_2006634u,93.7
uce_2006482u,93.7
uce_2006376u,93.7
uce_2006369u,93.7
uce_2006303u,93.7
uce_200621u,93.7
uce_2006167u,93.7
uce_2006139u,93.7
uce_2006138u,93.7
uce_2006128u,93.7
uce_2006114u,93.7
uce_2005983u,93.7
uce_2005962u,93.7
uce_2005961u,93.7
uce_2005955u,93.7
uce_2005943u,93.7
uce_2005940u,93.7
uce_2005926u,93.7
uce_2005909u,93.7
uce_200584u,93.7
uce_2005833u,93.7
uce_200580u,93.7
uce_2005724u,93.7
uce_2005497u,93.7
uce_200540u,93.7
uce_2005395u,93.7
uce_2005381u,93.7
uce_2005314u,93.7
uce_2005235u,93.7
uce_2005194u,93.7
uce_2005189u,93.7
uce_2005183u,93.7
uce_2005159u,93.7
uce_2005141u,93.7
uce_2005139u,93.7
uce_2005136u,93.7
uce_2005132u,93.7
uce_2005121u,93.7
uce_2005079u,93.7
uce_2005064u,93.7
uce_2005047u,93.7
uce_2005029u,93.7
uce_2005019u,93.7
uce_2005018u,93.7
uce_2004909u,93.7
uce_2004903u,93.7
uce_2004899u,93.7
uce_2004891u,93.7
uce_2004724u,93.7
uce_2004714u,93.7
uce_2004508u,93.7
uce_2004488u,93.7
uce_2004463u,93.7
uce_2004409u,93.7
uce_200439u,93.7
uce_2004320u,93.7
uce_2004304u,93.7
uce_2004293u,93.7
uce_200428u,93.7
uce_2004252u,93.7
uce_2004154u,93.7
uce_2004149u,93.7
uce_2004148u,93.7
uce_2004139u,93.7
uce_2004065u,93.7
uce_2004042u,93.7
uce_2003973u,93.7
uce_200387u,93.7
uce_2003839u,93.7
uce_2003800u,93.7
uce_2003744u,93.7
uce_2003696u,93.7
uce_2003688u,93.7
uce_2003634u,93.7
uce_2003630u,93.7
uce_2003472u,93.7
uce_2003431u,93.7
uce_200338u,93.7
uce_200333u,93.7
uce_2003275u,93.7
uce_2003269u,93.7
uce_2003194u,93.7
uce_2003181u,93.7
uce_2003127u,93.7
uce_2003097u,93.7
uce_2003008u,93.7
uce_2003006u,93.7
uce_2003002u,93.7
uce_2002983u,93.7
uce_2002979u,93.7
uce_2002944u,93.7
uce_2002908u,93.7
uce_2002898u,93.7
uce_2002862u,93.7
uce_20028u,93.7
uce_2002787u,93.7
uce_2002780u,93.7
uce_2002692u,93.7
uce_2002645u,93.7
uce_2002588u,93.7
uce_2002518u,93.7
uce_2002448u,93.7
uce_2002436u,93.7
uce_2002434u,93.7
uce_2002306u,93.7
uce_2002297u,93.7
uce_2002226u,93.7
uce_2002222u,93.7
uce_2002199u,93.7
uce_2002193u,93.7
uce_2002181u,93.7
uce_2002070u,93.7
uce_2002056u,93.7
uce_2002050u,93.7
uce_2002033u,93.7
uce_2002032u,93.7
uce_2002026u,93.7
uce_2002012u,93.7
uce_2001862u,93.7
uce_2001736u,93.7
uce_2001729u,93.7
uce_2001727u,93.7
uce_2001637u,93.7
uce_2001597u,93.7
uce_2001566u,93.7
uce_2001411u,93.7
uce_2001386u,93.7
uce_2001382u,93.7
uce_2001380u,93.7
uce_2001308u,93.7
uce_2001273u,93.7
uce_200126u,93.7
uce_2001212u,93.7
uce_2001195u,93.7
uce_2001163u,93.7
uce_2001125u,93.7
uce_200108u,93.7
uce_2001055u,93.7
uce_2001051u,93.7
uce_20010324u,93.7
uce_20010318u,93.7
uce_20010306u,93.7
uce_20010302u,93.7
uce_20010295u,93.7
uce_20010292u,93.7
uce_20010283u,93.7
uce_20010156u,93.7
uce_20010143u,93.7
uce_20010124u,93.7
uce_20010122u,93.7
uce_20010121u,93.7
uce_1004838u,93.7
uce_1002586u,93.7
uce_2009917u,92.1
uce_2009648u,92.1
uce_2009615u,92.1
uce_2009536u,92.1
uce_2009513u,92.1
uce_2009446u,92.1
uce_2009341u,92.1
uce_2009103u,92.1
uce_2008990u,92.1
uce_2008961u,92.1
uce_2008866u,92.1
uce_2008784u,92.1
uce_2008648u,92.1
uce_2008475u,92.1
uce_2008466u,92.1
uce_2008453u,92.1
uce_200838u,92.1
uce_200834u,92.1
uce_2008325u,92.1
uce_2008295u,92.1
uce_2008231u,92.1
uce_2008218u,92.1
uce_2008134u,92.1
uce_2008123u,92.1
uce_200783u,92.1
uce_2007793u,92.1
uce_2007792u,92.1
uce_2007760u,92.1
uce_2007754u,92.1
uce_2007752u,92.1
uce_2007720u,92.1
uce_200757u,92.1
uce_2007492u,92.1
uce_2007490u,92.1
uce_2007366u,92.1
uce_2007333u,92.1
uce_2007317u,92.1
uce_2007243u,92.1
uce_2007208u,92.1
uce_2007037u,92.1
uce_2006884u,92.1
uce_2006785u,92.1
uce_2006767u,92.1
uce_2006686u,92.1
uce_2006654u,92.1
uce_2006300u,92.1
uce_2006231u,92.1
uce_2006113u,92.1
uce_200598u,92.1
uce_2005950u,92.1
uce_2005834u,92.1
uce_2005832u,92.1
uce_2005831u,92.1
uce_200583u,92.1
uce_200582u,92.1
uce_200562u,92.1
uce_2005598u,92.1
uce_2005555u,92.1
uce_2005460u,92.1
uce_2005405u,92.1
uce_2005380u,92.1
uce_2005379u,92.1
uce_2005238u,92.1
uce_2005231u,92.1
uce_2005187u,92.1
uce_2005140u,92.1
uce_2005127u,92.1
uce_2005023u,92.1
uce_20050u,92.1
uce_2004995u,92.1
uce_2004904u,92.1
uce_2004779u,92.1
uce_2004725u,92.1
uce_2004718u,92.1
uce_2004716u,92.1
uce_2004701u,92.1
uce_2004521u,92.1
uce_2004318u,92.1
uce_2004295u,92.1
uce_2004249u,92.1
uce_2004205u,92.1
uce_2004036u,92.1
uce_2003893u,92.1
uce_2003818u,92.1
uce_2003802u,92.1
uce_2003687u,92.1
uce_200368u,92.1
uce_2003424u,92.1
uce_2003422u,92.1
uce_2003393u,92.1
uce_2003292u,92.1
uce_2003291u,92.1
uce_2003212u,92.1
uce_2003148u,92.1
uce_2003007u,92.1
uce_2003000u,92.1
uce_2002992u,92.1
uce_2002987u,92.1
uce_2002942u,92.1
uce_2002812u,92.1
uce_2002595u,92.1
uce_20024u,92.1
uce_2002296u,92.1
uce_2002263u,92.1
uce_2002186u,92.1
uce_2002177u,92.1
uce_2002167u,92.1
uce_20021u,92.1
uce_2002071u,92.1
uce_200206u,92.1
uce_2002014u,92.1
uce_2001989u,92.1
uce_2001878u,92.1
uce_2001766u,92.1
uce_2001752u,92.1
uce_2001751u,92.1
uce_2001711u,92.1
uce_2001667u,92.1
uce_200161u,92.1
uce_200149u,92.1
uce_200148u,92.1
uce_2001470u,92.1
uce_2001454u,92.1
uce_2001309u,92.1
uce_200127u,92.1
uce_2001263u,92.1
uce_2001247u,92.1
uce_2001216u,92.1
uce_200116u,92.1
uce_2001040u,92.1
uce_20010305u,92.1
uce_20010304u,92.1
uce_20010301u,92.1
uce_20010294u,92.1
uce_20010293u,92.1
uce_20010250u,92.1
uce_20010200u,92.1
uce_20010170u,92.1
uce_20010169u,92.1
uce_20010100u,92.1
uce_20010078u,92.1
uce_1004451u,92.1
uce_2009647u,90.5
uce_2009640u,90.5
uce_2009540u,90.5
uce_2009340u,90.5
uce_2009290u,90.5
uce_2008976u,90.5
uce_2008745u,90.5
uce_2008340u,90.5
uce_2008222u,90.5
uce_2008126u,90.5
uce_2007962u,90.5
uce_2007794u,90.5
uce_200773u,90.5
uce_2007557u,90.5
uce_2007352u,90.5
uce_2007086u,90.5
uce_2007u,90.5
uce_2006996u,90.5
uce_2006971u,90.5
uce_2006825u,90.5
uce_2006632u,90.5
uce_2006578u,90.5
uce_2006194u,90.5
uce_2006074u,90.5
uce_2005855u,90.5
uce_2005847u,90.5
uce_2005830u,90.5
