Species,BranchLength,PercOfMiss,Position
Aliolus_spA_USNMENT01322550,0.011417232,12.817172,Ingroup
Allophrys_n_sp_BS_UCE_Ich339,0.059427079,70.04819,Ingroup
Alloplasta_superba_BS_UCE_Ich312,0.012162689,15.366837,Ingroup
Allostemma_sp_USNMENT01335756,0.038331087,28.515932,Ingroup
Alloxysta_sp1_USNMENT01339609,0.017368335,9.928206,Ingroup
Alomya_debellator_BS_UCE_Ich201,0.01631011,7.385917,Ingroup
Alophophion_sp_BS_UCE_Ich327,0.022959113,15.5119,Ingroup
Alysia_sp1_USNMENT01322532,0.027240827,16.097069,Ingroup
Amblyaspis_sp_USNMENT01223891,0.065921269,21.218529,Ingroup
Amitus_sp_USNMENT01223842,0.127488456,16.357691,Ingroup
Ammophila_cybele_EX406,0.012976958,16.416699,Ingroup
Ampibolips_hidalgoensis_USNMENT01339676,0.021159486,45.490755,Ingroup
Ampulex_compressa_BND1382,0.051929523,7.17201,Ingroup
Anacharis_sp_USNMENT01339612,0.027419889,5.625492,Ingroup
Anagrus_sp_USNMENT01322527,0.270267761,42.132179,Ingroup
Anagyrus_sp1_USNMENT01231185,0.062569347,24.471381,Ingroup
Anastatus_reduvii_USNMENT01322064,0.116989687,40.870869,Ingroup
Andrena_asteris_HPG17,0.005818928,15.376672,Ingroup
Andrena_nigroaenea_BND531,0.003171444,6.660602,Ingroup
Andricus_lucidus_USNMENT01322256,0.005926286,18.924567,Ingroup
Andricus_quercusoperator_USNMENT01322298,0.007674058,18.464792,Ingroup
Andricus_sp_USNMENT00877721,0.009472179,18.196794,Ingroup
Anidarnes_nsp_JRAS06087_0389,0.069465933,32.993214,Ingroup
Annettella_sp_USNMENT01197959,0.051054946,30.812352,Ingroup
Anomalon_sp_BS_UCE_Ich336B,0.048463452,44.735936,Ingroup
Antistrophus_minor_USNMENT01322280,0.016150408,6.368017,Ingroup
Apanteles_sp4_USNMENT01322237,0.023531865,19.740854,Ingroup
Aperilampus_sp_JRAS07798_101,0.069234992,53.779013,Ingroup
Aperileptus_sp_BS_UCE_Ich495,0.058615673,19.487608,Ingroup
Aphaenogaster_megommata_EX379,0.00692165,10.525669,Ingroup
Aphaereta_sp_megalops_USNMENT01322462,0.027078473,26.352282,Ingroup
Aphanogmus_bicolor_PSUC_FEM13632,0.015777519,14.948859,Ingroup
Aphanogmus_fumipennis_PSUC_FEM17533,0.029692497,21.695515,Ingroup
Aphanogmus_steinitzi_PSUC_FEM17568,0.027488554,14.452203,Ingroup
Aphanomerus_sp_USNMENT01109890,0.025500128,20.316188,Ingroup
Aphelinus_sp1_USNMENT01231209,0.067472929,20.935779,Ingroup
Aphelonix_persica_USNMENT01322296,0.003725612,56.483576,Ingroup
Aphidius_sp4_USNMENT01322235,0.005688527,35.442073,Ingroup
Apocharips_trapezoidea_USNMENT01322156,0.016845401,16.109363,Ingroup
Aporus_niger_HPG6,0.030869704,12.256589,Ingroup
Aprostocetus_prob_gala_USNMENT01322186,0.051426905,40.275865,Ingroup
Apterogyna_sp_EX572,0.080815089,53.282356,Ingroup
Aranedra_sp2_USNMENT01322392,0.067098332,79.777242,Ingroup
Archaeoteleia_mellea_OSUC_203348,0.051926329,7.105625,Ingroup
Arge_humeralis_USNMENT01339627,0.058624957,19.72856,Ingroup
Argochrysis_armilla_EX434,0.019549309,16.967447,Ingroup
Aridelus_sp1_USNMENT01322471,0.067223702,15.664339,Ingroup
Arotes_melleus_BS_UCE_Ich301,0.00284218,14.43991,Ingroup
Asaphes_vulgaris_JRAS07609_0389,0.052142817,28.361035,Ingroup
Ascogaster_provancheri_USNMENT01322454,0.028266623,15.740559,Ingroup
Asobara_sp1_USNMENT01322533,0.038957319,79.110936,Ingroup
Aspicera_hartigi_USNMENT01322148,0.006658548,14.373525,Ingroup
Aspilota_sp2_USNMENT01322446,0.021147556,17.444434,Ingroup
Astrenis_sp_BS_UCE_Ich443,0.042004529,35.255212,Ingroup
Atanycolus_sp_hicoriae_USNMENT01322499,0.017061659,17.304288,Ingroup
Ateleute_sp_BS_UCE_Ich183,0.012135971,23.746066,Ingroup
Athalia_sp_USNMENT01339632,0.076923044,9.97738,Ingroup
Atomacera_decepta_USNMENT01339630,0.07425124,16.099528,Ingroup
Atopotrophus_bucephalus_BS_UCE_Ich434,0.045321589,33.861133,Ingroup
Atractodes_sp_BS_UCE_Ich154,0.028220567,9.733969,Ingroup
Atrusca_bella_USNMENT00892683,0.009326248,87.991739,Ingroup
Augochloropsis_metallica_EX397,0.016145794,7.971086,Ingroup
Aulacidea_hieracii_USNMENT01322279,0.011461447,9.306157,Ingroup
Aulacodes_nigriventris_USNMENT01322459,0.015429908,37.772915,Ingroup
Aulacus_burquei_USNMENT01339672,0.06877582,8.460366,Ingroup
Aulosaphoides_sp1_USNMENT01322583,0.043786434,9.596282,Ingroup
Auplopus_sp_EX549,0.020949161,42.301829,Ingroup
Ausasaphes_sp_USNMENT01322072,0.049240508,22.62736,Ingroup
Austromerus_sp_USNMENT01197939,0.02828896,36.423092,Ingroup
Austrozele_sp1_USNMENT01322441,0.016870748,16.242132,Ingroup
Ausystole_sp_USNMENT01322399,0.03373501,42.857494,Ingroup
Axima_zabriskiei_USNMENT01322046,0.020513295,16.992034,Ingroup
Aximopsis_sp3_USNMENT01322404,0.012514322,52.190696,Ingroup
Aylax_salviae_USNMENT01322277,0.014862049,21.771735,Ingroup
Balcha_indica_USNMENT01322062,0.048442079,9.967545,Ingroup
Barycnemis_sp_BS_UCE_Ich489,0.024839893,20.72679,Ingroup
Barylypa_sp_BS_UCE_Ich478,0.028244915,8.706235,Ingroup
Basalys_sp_USNMENT01322288,0.079870584,59.69463,Ingroup
Bassus_sp4_USNMENT01322252,0.032318232,31.463906,Ingroup
Belyta_sp_USNMENT01322343,0.024403355,51.986625,Ingroup
Bembix_americana_EX446,0.016677165,44.067172,Ingroup
Bephrata_sp_USNMENT01322396,0.013856984,24.296814,Ingroup
Bephratoides_sp1_USNMENT01322049,0.009966813,11.027242,Ingroup
Binodoxys_sp1_USNMENT01322506,0.046072151,67.889457,Ingroup
Binodoxys_sp2_USNMENT01322507,0.007792729,48.141227,Ingroup
Biosteres_spinaciae_USNMENT01322591,0.028843238,12.224626,Ingroup
Blacus_spA_USNMENT01322548,0.04779257,9.532356,Ingroup
Blastophaga_psenes_JRAS02767_0189,0.039520709,21.850413,Ingroup
Bolivar_ornaticornis_USNMENT01322438,0.036018732,13.060582,Ingroup
Bombus_pennsylvanicus_HPG16,0.017962588,3.469217,Ingroup
Bootanomyia_stigmatizans_GDEL03057_0101,0.021337087,15.41847,Ingroup
Brachycistis_timberlakei_EX440,0.01707599,6.876967,Ingroup
Brachycyrtus_ornatus_BS_UCE_Ich187,0.060931831,76.804681,Ingroup
Brachygaster_BRV003_PSUC_FEM188507,0.045532435,40.07917,Ingroup
Brachymeria_sp_USNMENT01322177,0.038501612,15.015244,Ingroup
Bracon_sp1_USNMENT01322232,0.029222406,15.580744,Ingroup
Bruchodape_sp_USNMENT01322199,0.022507665,7.976003,Ingroup
Bruchophagus_gibbus_USNMENT01339648,0.010968094,9.11192,Ingroup
Bruchophagus_squamea_USNMENT01322377,0.021199987,60.407651,Ingroup
Buathra_laborator_BS_UCE_Ich019,0.003931003,7.066286,Ingroup
Calliephialtes_ferrugineus_BS_UCE_Ich375,0.029931104,53.159422,Ingroup
Callihormius_bifasciatus_USNMENT01322486,0.01465928,14.732494,Ingroup
Callirhytis_eldoradensis_USNMENT00893402,0.010229374,84.965087,Ingroup
Callomelitta_antipodes_BND687,0.018496121,6.505704,Ingroup
Calomerella_sp_USNMENT01197842,0.032913211,21.985641,Ingroup
Campoletis_sonorensis_BS_UCE_Ich188,0.019288411,23.271538,Ingroup
Cantharoctonus_sp1_USNMENT01322602,0.02898935,28.720004,Ingroup
Capicola_richtersveldensis_BND941,0.018459006,6.918765,Ingroup
Capitonius_chontalensis_USNMENT01322558,0.023024865,33.352183,Ingroup
Cardiochiles_sp1_USNMENT01322431,0.022571705,27.286585,Ingroup
Casinaria_sp_BS_UCE_Ich436,0.023236892,49.786094,Ingroup
Cathilaria_opuntiae_USNMENT01322360,0.019685962,61.273112,Ingroup
Caupolicana_yarrowi_BND654,0.014173761,5.696794,Ingroup
Cea_pulicaris_JRAS07600_0189,0.067357579,11.346873,Ingroup
Cecinothofagus_ibarrai_USNMENT01322269,0.007427537,21.425059,Ingroup
Cedria_paradoxa_USNMENT01322582,0.082842835,11.472266,Ingroup
Centistes_sp1_USNMENT01322439,0.052689225,14.53334,Ingroup
Centris_rhodopus_BND615,0.016415515,7.243312,Ingroup
Centrodora_sp1_USNMENT01231207,0.142016417,15.2857,Ingroup
Ceraphron_masneri_PSUC_FEM17531,0.023700311,20.682533,Ingroup
Ceraphron_sp_PSUC_FEM17529,0.049361705,37.913061,Ingroup
Ceraphron_sp1_PA_PSUC_FEM10045052,0.021632115,19.027832,Ingroup
Ceraphron_sp2_PA_PSUC_FEM10045062,0.018086874,18.009933,Ingroup
Ceratina_duplex_calcarta_BND657,0.045161878,6.493411,Ingroup
Cerceris_hatuey_EX444,0.035748855,28.542978,Ingroup
Ceroptres_sp_USNMENT01322294,0.010167753,7.49164,Ingroup
Cestrus_arcuatus_BS_UCE_Ich003,0.008675706,9.748721,Ingroup
Chaenusa_americana_USNMENT01322482,0.023737467,19.045043,Ingroup
Chaenusa_quadriceps_USNMENT01322484,0.029706128,56.980232,Ingroup
Chalcedectus_sp_USNMENT01322096,0.043424916,6.500787,Ingroup
Chalcimerus_borceai_JRAS01317_301,0.030823394,45.692368,Ingroup
Chalcis_barbara_USNMENT01322189,0.055001284,12.827006,Ingroup
Chalybion_californicus_HPG12,0.020398308,7.796518,Ingroup
Charmon_sp1_USNMENT01322560,0.056478311,9.881491,Ingroup
Charops_sp_BS_UCE_Ich455,0.033001789,36.855822,Ingroup
Chartocerus_sp_JRAS07600_0201,0.019298224,16.71666,Ingroup
Chelonus_Microchelonus_sp1_USNMENT01322561,0.039033887,12.603265,Ingroup
Chiloe_micropteron_JRAS07627_0189,0.192610504,20.416994,Ingroup
Chirotica_sp_BS_UCE_Ich476,0.029844842,54.659225,Ingroup
Chlorion_aerarium_BND837,0.013981702,8.091562,Ingroup
Chlorocryptus_purpuratus_BS_UCE_Ich020,0.020818613,14.479249,Ingroup
Chorebus_KPBS_sp7_USNMENT01322422,0.009367407,19.057337,Ingroup
Chorebus_posticus_USNMENT01322423,0.012781418,17.594414,Ingroup
Chremylus_elaphus_USNMENT01322599,0.029576377,19.617919,Ingroup
Chromeurytoma_sp_ANIC00037_0189,0.053323257,19.042585,Ingroup
Chryseida_sp6_USNMENT01339649,0.01246397,5.903324,Ingroup
Chrysis_sp_EX561,0.022184656,9.325826,Ingroup
Chrysolampus_sp_ANIC00035_0189,0.043043377,10.59943,Ingroup
Chyphotes_mellipes_HPG7,0.015245229,6.692565,Ingroup
Chyphotes_sp_EX553,0.015934582,5.677124,Ingroup
Cidaphus_sp_BS_UCE_Ich385,0.034341211,43.329563,Ingroup
Cinetus_sp_USNMENT01322342,0.026056056,12.438533,Ingroup
Cladius_difformis_USNMENT01322223,0.03637764,22.415913,Ingroup
Clasis_n_sp_BS_UCE_Ich189,0.032850922,21.884835,Ingroup
Clatha_sp_BS_UCE_Ich461,0.062198518,26.789929,Ingroup
Cleonymus_sp_JRAS07458_0689,0.041883862,12.448367,Ingroup
Clinocentrus_sp2_USNMENT01322625,0.039911986,9.4881,Ingroup
Clypeadon_haigi_BND819,0.026096901,5.072286,Ingroup
Clytina_giraudi_JRAS07820_0189,0.028626637,11.641916,Ingroup
Cnecomymar_sp_USNMENT01322528,0.120420751,77.29642,Ingroup
Coccobius_sp1_USNMENT01231205,0.105018465,18.747541,Ingroup
Coccophagus_sp1_USNMENT01231210,0.089559698,50.354052,Ingroup
Codrus_sp_USNMENT01322353,0.01052184,70.741542,Ingroup
Coelinius_n_sp_USNMENT01322626,0.006774819,6.08035,Ingroup
Coelinius_robinae_USNMENT01322424,0.020473983,13.783438,Ingroup
Coelinius_sp1_USNMENT01322508,0.015668897,13.254819,Ingroup
Coelocyboides_sp_USNMENT01322071,0.051005995,34.633163,Ingroup
Coeloides_scolytivorus_USNMENT01322554,0.027220736,16.308517,Ingroup
Coiba_jeffersoni_USNMENT01322487,0.020442664,13.810484,Ingroup
Colastes_sp1_USNMENT01322617,0.021527565,8.305468,Ingroup
Coleocentrus_rufus_BS_UCE_Ich379,0.016713614,41.160995,Ingroup
Colletes_dimidiatus_BND283,0.017191478,7.995673,Ingroup
Collyria_coxator_BS_UCE_Ich384,0.05707146,59.323367,Ingroup
Colocistis_eremi_EX558,0.015155413,7.506393,Ingroup
Colotrechnus_ignotus_USNMENT01322101,0.093441464,19.251574,Ingroup
Conostigmus_abdominalis_PSUC_FEM17567,0.024713144,10.737116,Ingroup
Conostigmus_crassicornis_PSUC_FEM13461,0.035722832,27.436566,Ingroup
Conostigmus_fasciatipennis_NCSU43309,0.011275741,10.685484,Ingroup
Coptera_sp_USNMENT01322289,0.007414062,29.693647,Ingroup
Cosmocomoidea_morrilli_USNMENT01322077,0.326863138,55.153423,Ingroup
Cosmophorus_sp1_USNMENT01322566,0.114792769,22.809304,Ingroup
Cotesia_diacrisiae_USNMENT01322494,0.020853494,19.664634,Ingroup
Courtella_hladikae_JRAS01934_0189,0.064128375,12.000885,Ingroup
Cratospila_neocirce_USNMENT01322464,0.052316366,9.387293,Ingroup
Creator_spissicornis_PSUC_FEM13530,0.019204113,25.309795,Ingroup
Cryptophion_inaequalipes_BS_UCE_Ich445,0.035289615,42.520653,Ingroup
Cryptopimpla_quadrilineata_jocosa_BS_UCE_Ich343,0.010034525,18.029603,Ingroup
Crytea_albitrochnaterata_BS_UCE_Ich228,0.007667942,3.828186,Ingroup
Ctenocolletes_albomarginatus_BND1320,0.015721679,8.246459,Ingroup
Ctenoplectra_rodhaini_BND984,0.019539074,6.331137,Ingroup
Cylloceria_melancholica_BS_UCE_Ich381,0.050751084,70.397325,Ingroup
Cymodusa_distincta_BS_UCE_Ich466,0.012899081,21.368509,Ingroup
Cynips_plumbea_USNMENT01322300,0.022207116,76.027734,Ingroup
Dacnusa_KPBS_sp1_USNMENT01322427,0.015699909,21.476692,Ingroup
Dapsilarthra_spA_USNMENT01322536,0.042364442,63.921125,Ingroup
Dasylabris_sp_EX559,0.039719986,5.119001,Ingroup
Dasymutilla_sackenii_EX569,0.020851466,12.858969,Ingroup
Dasypoda_visnaga_BND977,0.027137459,2.859461,Ingroup
Deinodryinus_atriventris_EX475,0.090985849,16.399489,Ingroup
Deleboea_sp_BS_UCE_Ich186,0.033354789,58.26367,Ingroup
Dendrocerus_acrossopteryx_UCFC0028895,0.025513298,17.365755,Ingroup
Dendrocerus_aphidum_NCSU0016853,0.020662359,19.880999,Ingroup
Dendrocerus_mexicali_PSUC_FEM86151,0.053045769,28.749508,Ingroup
Diachasma_muliebre_USNMENT01322592,0.010100891,10.284717,Ingroup
Diachasmimorpha_longicaudata_USNMENT01322503,0.029144125,21.865165,Ingroup
Diacritus_muliebris_BS_UCE_Ich311,0.02156037,6.001672,Ingroup
Diapria_conica_USNMENT01322287,0.039835805,32.83094,Ingroup
Diastrophus_turgidus_USNMENT01322311,0.017716846,14.103068,Ingroup
Dicamptus_sp_BS_UCE_Ich454,0.051612577,25.71548,Ingroup
Dieunomia_nevadensis_BND1112,0.024119079,4.280586,Ingroup
Digonocryptus_narratorius_BS_UCE_Ich072,0.009483226,10.474036,Ingroup
Digonogastra_eurygaster_USNMENT01322500,0.02323752,15.47502,Ingroup
Dilyta_sp1_USNMENT01339646,0.026573171,28.87736,Ingroup
Dinotrema_sp1_USNMENT01322537,0.020888522,42.577203,Ingroup
Diolcogaster_sp3_USNMENT01322449,0.02727255,22.779799,Ingroup
Diospilus_sp1_USNMENT01322575,0.064767468,7.985838,Ingroup
Dioxys_pomonae_BND1152,0.035147717,8.888179,Ingroup
Dipara_sp_JRAS07460_0289,0.061336024,20.574351,Ingroup
Diplazon_laetatorius_BS_UCE_Ich322,0.05722194,50.341758,Ingroup
Diplolepis_bicolor_USNMENT01322275,0.053427484,14.779209,Ingroup
Dirhinus_sp_USNMENT01322191,0.064267385,48.891129,Ingroup
Disholcaspis_quercusmamma_EX579,0.011576345,13.85474,Ingroup
Dolichomitus_sp_BS_UCE_Ich308,0.008972939,8.310386,Ingroup
Dolopsidea_carinata_USNMENT01322605,0.02167532,14.149784,Ingroup
Doryctes_erythromelas_USNMENT01322488,0.026554839,22.789634,Ingroup
Doryctobracon_crawfordi_USNMENT01322594,0.015081285,29.531373,Ingroup
Dryocosmus_rileypokei_USNMENT01322317,0.007175645,16.662569,Ingroup
Dusona_sp_BS_UCE_Ich410,0.028127644,58.750492,Ingroup
Earinus_sp1_USNMENT01322461,0.027168496,29.558419,Ingroup
Echthromorpha_agrestoria_BS_UCE_Ich335,0.048065333,38.035995,Ingroup
Echthrus_reluctator_BS_UCE_Ich117,0.012120896,6.537667,Ingroup
Ecphylus_rohweri_USNMENT01322490,0.036597447,22.96666,Ingroup
Eiphosoma_sp_BS_UCE_Ich190,0.018589267,14.658733,Ingroup
Elasmosoma_sp1_USNMENT01322574,0.061729982,11.024784,Ingroup
Elasmus_albizziae_USNMENT01322182,0.043597511,56.454072,Ingroup
Embolemidae_sp_EX483,0.069423439,8.071892,Ingroup
Encarsia_sp1_USNMENT01231206,0.156653765,33.354642,Ingroup
Endasys_sp_BS_UCE_Ich131,0.026042397,61.098544,Ingroup
Enicospilus_sp_BS_UCE_Ich570,0.027130436,32.889949,Ingroup
Enizemum_sp_BS_UCE_Ich481,0.023803584,23.325629,Ingroup
Entedon_ergias_USNMENT01322185,0.137826049,71.744689,Ingroup
Entomacis_sp_EX486,0.016615955,14.597266,Ingroup
Ephedrus_sp45_USNMENT01322429,0.064986414,12.485248,Ingroup
Ephialtes_sp_BS_UCE_Ich584,0.018950208,21.833202,Ingroup
Ephuta_rufisquamis_EX573,0.032766103,7.560484,Ingroup
Epimicta_griffithsi_USNMENT01322426,0.002967598,15.939713,Ingroup
Epitranus_sp_USNMENT01322192,0.062046728,43.027144,Ingroup
Epyris_sp1_EX562,0.059492685,11.602577,Ingroup
Eretmocerus_eremicus_JSTR00476_0189,0.200911239,25.968725,Ingroup
Ericrocis_lata_BND1100,0.04760145,14.078482,Ingroup
Erigorgus_sp_BS_UCE_Ich465,0.016645504,16.687156,Ingroup
Erotolepsia_sp01_JRAS07552_0589,0.062357118,28.631491,Ingroup
Erythmelus_sp2_USNMENT01339651,0.271028018,61.096086,Ingroup
Erythrodolius_sp_BS_UCE_Ich397,0.074242169,57.865362,Ingroup
Eschatocerus_niger_USNMENT01322270,0.233033783,22.659323,Ingroup
Ethelurgus_nigriventris_BS_UCE_Ich165,0.019917718,44.285995,Ingroup
Eubazus_sp1_USNMENT01322552,0.030662051,43.705744,Ingroup
Euceroptres_montanus_USNMENT01322161,0.020037433,11.041994,Ingroup
Euceros_sp_BS_UCE_Ich191,0.105573286,77.507868,Ingroup
Eucharis_adscendens_JRAS07609_0189,0.023017117,34.458596,Ingroup
Euderus_sp_JRAS07829_0189,0.121417924,17.874705,Ingroup
Eulaema_meriana_ML179,0.024051981,12.295928,Ingroup
Eunotus_acutatus_JRAS07602_1001,0.04264785,18.661487,Ingroup
Eupelmus_linearis_JRAS07601_0289,0.056689946,12.018096,Ingroup
Euplectrus_sp_EX492,0.084659131,17.764064,Ingroup
Euryglossa_ephippiata_BND691,0.010585539,4.927223,Ingroup
Euryischomyia_sp_ANIC00102_0189,0.067204457,10.978068,Ingroup
Eurytoma_fumipennis_USNMENT01322362,0.008667297,43.383655,Ingroup
Eurytoma_n_sp_guadeloupe_USNMENT01322395,0.017676618,34.202891,Ingroup
Eurytoma_obtusiventris_USNMENT01339653,0.016265948,7.457219,Ingroup
Eurytoma_sp1_USNMENT01322063,0.008389412,12.23692,Ingroup
Eusandalum_sp_USNMENT01322070,0.046485425,14.631688,Ingroup
Eusterinx_oligomera_BS_UCE_Ich348,0.024005435,15.583202,Ingroup
Eutanygaster_sp_BS_UCE_Ich412,0.019469859,50.194237,Ingroup
Eutrichosoma_mirabile_USNMENT01322104,0.119908756,45.881688,Ingroup
Evania_albofacialis_PSUC_FEM188504,0.036831267,14.021932,Ingroup
Evaniella_semaeoda_USNMENT01322217,0.025250052,11.767309,Ingroup
Exallonyx_sp_USNMENT01322352,0.002509014,44.91788,Ingroup
Exasticolus_sp1_USNMENT01322476,0.018657619,18.934402,Ingroup
Excavarus_annulipes_BS_UCE_Ich382,0.017825055,25.681058,Ingroup
Exochus_izbus_BS_UCE_Ich391,0.0522603,45.269473,Ingroup
Exoneura_bicolor_BND682,0.045580042,6.540126,Ingroup
Exotela_sp2_USNMENT01322456,0.002156048,19.905586,Ingroup
Fidiobia_sp_USNMENT01223772,0.063841515,32.258065,Ingroup
Figites_sp_USNMENT01322163,0.006066777,10.874803,Ingroup
Fopius_arisanus_USNMENT01322593,0.015926361,10.043765,Ingroup
Formica_moki_T765,0.03333337,9.31845,Ingroup
Foutsia_philodendri_USNMENT01322394,0.025608171,18.587726,Ingroup
Ganaspis_brasiliensis_USNMENT01339685,0.025189423,9.598741,Ingroup
Ganaspis_sp2_USNMENT01339603,0.019868058,16.411782,Ingroup
Gasteruption_assectator_USNMENT01322227,0.010245239,11.605035,Ingroup
Gasteruption_tarsatorium_USNMENT01339671,0.015599261,44.777734,Ingroup
Gastrotrypes_sp_USNMENT01223878,0.097412156,24.559894,Ingroup
Gatesina_colombiana_USNMENT01322373,0.013045439,64.553009,Ingroup
Gavrana_sp_BS_UCE_Ich203,0.012711583,16.129032,Ingroup
Gelis_sp_BS_UCE_Ich134,0.024956439,56.200826,Ingroup
Glyphomerus_stigma_JRAS05562_0599,0.029709039,9.384835,Ingroup
Glypta_sp_BS_UCE_Ich304,0.037708357,22.666699,Ingroup
Glyptapanteles_sp1_USNMENT01322478,0.017882735,15.3988,Ingroup
Glyptomorpha_pectoralis_USNMENT01322556,0.028893823,39.095692,Ingroup
Gnamptodon_sp1_USNMENT01322440,0.029493531,12.367231,Ingroup
Gnypetomorpha_sp_BS_UCE_Ich166,0.030313187,14.486625,Ingroup
Goniozus_sp1_EX555,0.122713013,13.510523,Ingroup
Gronotoma_sp_USNMENT00877589,0.046408863,15.752852,Ingroup
Grotea_sp_BS_UCE_Ich367,0.058589174,19.649882,Ingroup
Halictus_ligatus_sayi_EX395,0.011494798,6.726987,Ingroup
Haltichella_sp_USNMENT01322193,0.058282458,26.846479,Ingroup
Halticoptera_patellana_JRAS01314_1701,0.05779863,13.038454,Ingroup
Hartigia_trimaculata_USNMENT01339622,0.020171588,6.987608,Ingroup
Hedycryptus_rufiopetiolatus_BS_UCE_Ich023,0.004662287,10.351101,Ingroup
Heimbra_opaca_USNMENT01339599,0.106048027,22.187254,Ingroup
Heimbrella_sp_USNMENT01322371,0.056060655,49.953285,Ingroup
Helcon_nunciator_USNMENT01322576,0.007061775,53.700334,Ingroup
Helictes_sp_BS_UCE_Ich324,0.019851185,7.373623,Ingroup
Helorus_ruficornis_USNMENT0653897,0.075049818,12.413946,Ingroup
Heptamelus_dahlbomi_USNMENT01339629,0.053753731,20.003934,Ingroup
Herbertia_sp_JRAS07575_0189,0.083289636,12.87618,Ingroup
Heriades_leavitti_EX394,0.022471934,8.03747,Ingroup
Heteribalia_sp_USNMENT01339673,0.026212244,5.185386,Ingroup
Heterogyna_nocticola_BND1290,0.052040383,6.382769,Ingroup
Heteropelma_datanae_BS_UCE_Ich479,0.024818402,24.704957,Ingroup
Heterospilus_sp18_USNMENT01322563,0.016015523,12.384441,Ingroup
Hexacharis_flavipes_USNMENT01339633,0.007412023,53.471676,Ingroup
Hexacladia_sp1_USNMENT01231129,0.169096497,32.083497,Ingroup
Hidryta_fusiventris_C0492,0.008219958,12.846676,Ingroup
Histeromerus_sp1_USNMENT01322604,0.032720957,40.148013,Ingroup
Holocynips_hartmani_USNMENT01322321,0.014960447,75.137687,Ingroup
Holophleps_sp_PSUC_FEM146688,0.058882827,13.508065,Ingroup
Homaloceraphron_macrophthalmus_PSUC_FEM17848,0.030548281,48.030586,Ingroup
Homolobus_sp1_USNMENT01322577,0.022961534,5.357494,Ingroup
Homotropus_sp_BS_UCE_Ich482,0.018941057,22.120869,Ingroup
Hoplitalysia_slossonae_USNMENT01322466,0.047241462,49.96312,Ingroup
Hormius_sp2_USNMENT01322578,0.086043752,14.211251,Ingroup
Hybrizon_rileyi_BS_UCE_Ich316,0.111775782,16.652734,Ingroup
Hylaeus_elegans_BND1310,0.017381322,4.870673,Ingroup
Hymenochaonia_sp2_USNMENT01322244,0.029405653,15.359461,Ingroup
Hypomicrogaster_zonaria_USNMENT01322460,0.02784674,24.385327,Ingroup
Hyptia_harpyoides_USNMENT01339668,0.04844564,21.137392,Ingroup
Ibalia_anceps_USNMENT00653903,0.022552037,7.806353,Ingroup
