Species,BranchLength,PercOfMiss,Position
Formicoxenus_provancheri_RA0230atMCZ,0.002800349,17.716096,Ingroup
Froggattella_kirbii_FMNHINS0003145052,0.007493672,17.458907,Ingroup
Fulakora_cf_orizabana_CASENT0633398,0.078387873,21.552829,Ingroup
Gauromyrmex_acanthinus_CASENT0126225,0.029353992,12.96057,Ingroup
Gesomyrmex_chaperi_RA1124atMCZ,0.04148618,19.243076,Ingroup
Gigantiops_destructor_FMNHINS0003145673,0.051766724,48.714575,Ingroup
Gnamptogenys_annulata_FMNHINS0003165073,0.034261584,26.132467,Ingroup
Goniomma_hispanicum_RA0341atMCZ,0.00558294,16.60187,Ingroup
Gracilidris_sp_VOUCHER0549,0.02671876,21.136167,Ingroup
Hagensia_havilandi_CUIC000115664,0.025983019,20.869076,Ingroup
Harpagoxenus_sublaevis_CASENT0106289,0.002798698,14.632952,Ingroup
Harpegnathos_sp_CUIC000115665,0.062315003,19.508604,Ingroup
Heteroponera_panamensis_RA0362atMCZ,0.02554705,18.400892,Ingroup
Huberia_brounii_CASENT0106136,0.008853127,13.830896,Ingroup
Hylomyrma_dentiloba_RA0973atMCZ,0.042310325,18.958787,Ingroup
Hypoponera_opacior_FMNHINS0003144838,0.081617334,18.50825,Ingroup
Iberoformica_subrufa_CASENT0270631,0.014433416,73.285144,Ingroup
Indomyrma_dasypyx_MCZ594236,0.02446962,22.779886,Ingroup
Iridomyrmex_sanguineus_FMNHINS0003471633,0.009974983,16.85046,Ingroup
Kalathomyrmex_emeryi_USNMENT00924119,0.041780705,90.165571,Ingroup
Kartidris_sparsipila_CASENT0235130,0.030476628,17.250706,Ingroup
Labidus_praedator_FMNHINS0003145665,0.019554505,21.076495,Ingroup
Lachnomyrmex_pilosus_CUIC000115666,0.048726929,81.289803,Ingroup
Lasiomyrma_in01_CASENT0366611,0.009174681,39.819785,Ingroup
Lasiophanes_atriventris_CASENT0106235,0.011757979,72.214694,Ingroup
Lasius_americanus_FMNHINS0000105181,0.005579185,14.64572,Ingroup
Lenomyrmex_foveolatus_CASENT0625812,0.031426679,85.308419,Ingroup
Lepisiota_canescens_CASENT0138305,0.014344059,81.569663,Ingroup
Leptanilla_sp_RA0400atMCZ,0.016254238,31.97486,Ingroup
Leptanilla_th02_CASENT0119531,0.016284699,31.838057,Ingroup
Leptanilla_zhg_my06_CASENT0106373,0.061515255,43.776123,Ingroup
Leptanilloides_nomadus_RA0397atMCZ,0.076230332,25.501871,Ingroup
Leptogenys_kitteli_FMNHINS0003165525,0.055979637,18.677104,Ingroup
Leptomyrmex_unicolor_FMNHINS0003145082,0.031132778,16.056483,Ingroup
Leptothorax_sp_RA0366atMCZ,0.001971671,16.922379,Ingroup
Linepithema_humile_Genome,0.01445652,76.005566,Ingroup
Liometopum_luctuosum_FMNHINS0003145362,0.016234488,23.37374,Ingroup
Liomyrmex_gestroi_CASENT0106198,0.025891155,14.16235,Ingroup
Lioponera_cf_suscitata_CASENT0386895,0.069759869,18.756058,Ingroup
Lividopone_sp_CASENT0732065,0.068416162,22.173523,Ingroup
Lophomyrmex_sp_FMNHINS0003471778,0.033628032,32.316997,Ingroup
Lordomyrma_sp_FMNHINS0003471826,0.024216737,16.795478,Ingroup
Malagidris_jugum_CASENT0494278,0.018772788,13.755589,Ingroup
Manica_hunteri_CASENT0633990,0.012721357,22.132092,Ingroup
Martialis_heureka_CASENT0106181,0.150104993,28.863312,Ingroup
Mayaponera_constricta_CASENT0636005,0.040462628,13.61566,Ingroup
Mayriella_transfuga_RA0265atMCZ,0.037180766,17.219698,Ingroup
Megalomyrmex_balzani_FMNHINS0003145684,0.038013845,16.978143,Ingroup
Megaponera_analis_FMNHINS0003165597,0.047168258,22.053919,Ingroup
Melissotarsus_weissi_FMNHINS0003471522,0.040207931,16.285008,Ingroup
Melophorus_sp_FMNHINS0003145083,0.031013444,20.88471,Ingroup
Meranoplus_sp_FMNHINS0003145090,0.049348628,13.782168,Ingroup
Mesoponera_sp_FMNHINS0003471709,0.043114783,17.867231,Ingroup
Messor_bouvieri_RA0347atMCZ,0.022477029,15.116061,Ingroup
Metapone_madagascarica_RA0211atMCZ,0.050532345,25.549556,Ingroup
Microdaceton_ug01_CASENT0362426,0.059934373,77.893445,Ingroup
Monomorium_floricola_FMNHINS0003165137,0.04930352,31.728354,Ingroup
Mycetagroicus_inflatus_USNMENT00539680,0.027226431,91.977101,Ingroup
Mycetarotes_parallelus_USNMENT00539651,0.029460592,86.846604,Ingroup
Mycetomoellerius_zeteki_USNMENT01125246,0.012131343,87.304698,Ingroup
Mycetophylax_simplex_USNMENT00538737,0.023987294,89.721548,Ingroup
Mycetosoritis_hartmanni_USNMENT00924124,0.035247585,93.895206,Ingroup
Mycocepurus_smithii_USNMENT00307504,0.035800075,89.794249,Ingroup
Myopias_maligna_FMNHINS0003471807,0.041357111,23.355239,Ingroup
Myopopone_castanea_RA0326atMCZ,0.048558908,22.308763,Ingroup
Myrcidris_epicharis_CASENT0106096,0.034186534,22.676697,Ingroup
Myrmecia_nigrocincta_FMNHINS0003145093,0.052524589,18.890777,Ingroup
Myrmecina_americana_FMNHINS0000105185,0.058966602,14.879978,Ingroup
Myrmecocystus_depilis_FMNHINS0003145369,0.010037945,15.050135,Ingroup
Myrmecorhynchus_emeryi_CASENT0227590,0.022225685,85.662803,Ingroup
Myrmelachista_plebecula_FMNHINS0003145488,0.044806396,17.386727,Ingroup
Myrmica_wheeleri_FMNHINS0003471188,0.015305844,14.193619,Ingroup
Myrmicaria_natalensis_FMNHINS0003165599,0.03828838,15.76177,Ingroup
Myrmicocrypta_sp_FMNHINS0003145508,0.034664573,14.625655,Ingroup
Myrmoteras_sp_CUIC000009611,0.072923735,23.316674,Ingroup
Neivamyrmex_opacithorax_FMNHINS0000062889,0.031086616,22.14043,Ingroup
Neocerapachys_neotropicus_CASENT0732015,0.058866941,20.521727,Ingroup
Neoponera_commutata_FMNHINS0003471648,0.031098087,13.076005,Ingroup
Nesomyrmex_echinatinodis_FMNHINS0003165676,0.054442564,18.90589,Ingroup
Nomamyrmex_esenbeckii_FMNHINS0003471328,0.012968011,21.040535,Ingroup
Nothomyrmecia_macrops_RA0741atMCZ,0.035397199,16.585193,Ingroup
Notoncus_sp_RA0303atMCZ,0.015696226,17.390896,Ingroup
Notostigma_carazzii_CASENT0106112,0.021224484,92.488352,Ingroup
Novomessor_cockerelli_FMNHINS0003145373,0.009528814,16.43458,Ingroup
Nylanderia_bourbonica_FMNHINS0000062866,0.030953703,17.927424,Ingroup
Ochetellus_sp_FMNHINS0003471721,0.011809165,47.527126,Ingroup
Ochetomyrmex_semipolitus_CUIC000115667,0.024261284,15.823527,Ingroup
Octostruma_sp_CUIC000115668,0.025528126,19.752244,Ingroup
Ocymyrmex_picardi_RA0254atMCZ,0.113984007,29.299257,Ingroup
Odontomachus_ruginodis_FMNHINS0000078502,0.029616196,16.177911,Ingroup
Odontoponera_sp_FMNHINS0003471791,0.045959983,18.338614,Ingroup
Oecophylla_smaragdina_CASENT0106113,0.074540581,64.797115,Ingroup
Onychomyrmex_hedleyi_FMNHINS0003145262,0.04035962,27.322782,Ingroup
Ooceraea_australis_CASENT0106146,0.037887345,23.750795,Ingroup
Opamyrma_hungvuong_CASENT0178347,0.088515222,25.593594,Ingroup
Opisthopsis_major_FMNHINS0003145137,0.031453658,18.959308,Ingroup
Orectognathus_nanus_FMNHINS0000105004,0.017376428,15.554872,Ingroup
Oxyepoecus_sp_VOUCHEROLD037,0.032055248,24.740987,Ingroup
Oxyopomyrmex_insularis_RA0346atMCZ,0.0089394,17.125629,Ingroup
Pachycondyla_impressa_FMNHINS0003471268,0.022997286,14.510741,Ingroup
Paltothyreus_tarsatus_CUIC000116669,0.038122569,18.138752,Ingroup
Papyrius_nitidus_FMNHINS0003145144,0.01211326,15.374293,Ingroup
Paraparatrechina_sp_FMNHINS0003471578,0.026060024,17.041984,Ingroup
Paraponera_clavata_FMNHINS0003165715,0.119125209,23.329703,Ingroup
Parasyscia_dohertyi_CASENT0732020,0.048094873,22.676437,Ingroup
Paratopula_th01_CASENT0010838,0.039154791,14.036491,Ingroup
Paratrachymyrmex_cornetzi_USNMENT00439347,0.012009028,90.033719,Ingroup
Paratrechina_longicornis_FMNHINS0003144862,0.024470839,25.748377,Ingroup
Parvaponera_darwinii_CASENT0637361,0.068979541,21.069459,Ingroup
Patagonomyrmex_angustus_RA1138atMCZ,0.020863631,14.600379,Ingroup
Perissomyrmex_snyderi_CASENT0106226,0.032325206,20.176723,Ingroup
Petalomyrmex_phylax_CASENT0217048,0.009109299,78.046664,Ingroup
Pheidole_flavens_FMNHINS0003145600,0.039091143,17.015145,Ingroup
Philidris_cordata_RA0312atMCZ,0.009425705,38.387915,Ingroup
Phrynoponera_sp_CUIC000115670,0.039343591,14.610802,Ingroup
Pilotrochus_besmerus_CASENT0135545,0.024064304,88.478857,Ingroup
Plagiolepis_sp_FMNHINS0003471606,0.016721015,76.751858,Ingroup
Platythyrea_sp_FMNHINS0003471822,0.11654399,24.657602,Ingroup
Plectroctena_sp_CUIC000115671,0.036937155,16.813979,Ingroup
Podomyrma_sp_FMNHINS0003145252,0.024569899,17.402883,Ingroup
Poecilomyrma_myrmecodiae_CASENT0106144,0.022702925,21.686766,Ingroup
Pogonomyrmex_badius_FMNHINS0003145383,0.046958123,17.006546,Ingroup
Polyergus_mexicanus_FMNHINS0003165223,0.016423017,18.372489,Ingroup
Polyrhachis_sokolova_FMNHINS0003145190,0.024668531,17.146736,Ingroup
Ponera_pennsylvanica_FMNHINS0000105179,0.056670923,32.492626,Ingroup
Prenolepis_imparis_FMNHINS0003471192,0.015955618,18.361285,Ingroup
Prionopelta_antillana_FMNHINS0003145496,0.064883465,19.16777,Ingroup
Pristomyrmex_sp_RA0278atMCZ,0.063325005,19.313953,Ingroup
Proatta_butteli_FMNHINS0003471779,0.04188737,14.975349,Ingroup
Proceratium_sp_FMNHINS0003471710,0.097803764,23.702327,Ingroup
Procryptocerus_pictipes_FMNHINS0003165677,0.025083272,14.787213,Ingroup
Proformica_nasuta_RA0388atMCZ,0.008377932,18.310993,Ingroup
Prolasius_sp_RA0372atMCZ,0.006300414,17.467506,Ingroup
Propodilobus_pingorum_AntbaseNet01463,0.025413471,17.593625,Ingroup
Protalaridris_sp_JTLC000015230,0.024267322,89.800242,Ingroup
Protanilla_boltoni_CASENT0217032,0.061342235,23.073034,Ingroup
Protanilla_sp_RA0401atMCZ,0.053259446,30.112778,Ingroup
Psalidomyrmex_sp_CUIC000115672,0.030429136,14.65041,Ingroup
Pseudoatta_sp_USNMENT00443055,0.007055082,73.252311,Ingroup
Pseudolasius_sp_FMNHINS0003471809,0.017717219,19.985981,Ingroup
Pseudomyrmex_gracilis_FMNHINS0003145444,0.03826195,24.362629,Ingroup
Pseudoneoponera_sp_FMNHINS0003145239,0.046056496,15.898834,Ingroup
Pseudonotoncus_hirsutus_CASENT0227592,0.017815907,88.823339,Ingroup
Pseudoponera_sp_FMNHINS0003145536,0.034318028,15.300289,Ingroup
Rasopone_ferruginea_CASENT0609807,0.027854192,12.087637,Ingroup
Recurvidris_sp_RA0486atMCZ,0.032940096,17.771339,Ingroup
Rhopalomastix_johorensis_RA0390atMCZ,0.040641852,19.722798,Ingroup
Rhopalothrix_isthmica_CASENT0633226,0.027653929,17.872703,Ingroup
Rhytidoponera_metallica_FMNHINS0003145208,0.029392662,13.533839,Ingroup
Rogeria_belti_CASENT0633235,0.049500485,13.976037,Ingroup
Romblonella_scrobifera_CASENT0106224,0.019182985,14.691842,Ingroup
Rossomyrmex_anatolicus_CASENT0235254,0.007110233,89.050302,Ingroup
Rotastruma_recava_CASENT0106250,0.020005612,21.234144,Ingroup
Royidris_notorthotenes_CASENT0002259,0.034232841,22.921118,Ingroup
Santschiella_kohli_CASENT0004701,0.081124447,90.744312,Ingroup
Sericomyrmex_opacus_FMNHINS0003145561,0.011283432,15.431359,Ingroup
Simopelta_pergandei_FMNHINS0003145538,0.055636123,15.703922,Ingroup
Simopone_conradti_CASENT0732022,0.064637589,17.77186,Ingroup
Solenopsis_invicta_FMNHINS0003144951,0.051714103,15.331297,Ingroup
Sphinctomyrmex_cf_marcoyi_CASENT0731146,0.050941736,18.357897,Ingroup
Stegomyrmex_manni_CASENT0633333,0.046100005,14.339021,Ingroup
Stenamma_snellingi_FMNHINS0003471225,0.019817677,19.405937,Ingroup
Stereomyrmex_horni_MCZ594252,0.048957243,16.643562,Ingroup
Stigmacros_sp_CUIC000001235,0.021971887,35.671663,Ingroup
Stigmatomma_pallipes_CUIC000115673,0.032763619,59.314318,Ingroup
Strongylognathus_testaceus_CASENT0106266,0.013728709,14.040921,Ingroup
Strumigenys_elongata_FMNHINS0003145576,0.046934893,13.693833,Ingroup
Syscia_madrensis_CASENT0732067,0.057944003,21.150238,Ingroup
Tanipone_aglandula_CASENT0052407,0.091222734,23.297912,Ingroup
Tapinolepis_mg01_CASENT0041468,0.022174743,78.364828,Ingroup
Tapinoma_melanocephalum_FMNHINS0003145465,0.038353137,21.737318,Ingroup
Tatuidris_sp_RA0399atMCZ,0.100669917,21.218249,Ingroup
Technomyrmex_difficilis_FMNHINS0000078517,0.040301046,16.822578,Ingroup
Temnothorax_torrei_FMNHINS0003471456,0.034073388,13.454363,Ingroup
Terataner_mg02_CASENT0494349,0.035472026,13.307137,Ingroup
Teratomyrmex_greavesi_QMT162820,0.009757225,88.592468,Ingroup
Tetheamyrma_subspongia_CASENT0106305,0.051478938,21.999197,Ingroup
Tetramorium_bicarinatum_FMNHINS0003145224,0.011650441,17.106086,Ingroup
Tetraponera_ophthalmica_FMNHINS0003471601,0.05043976,25.481546,Ingroup
Thaumatomyrmex_atrox_CUIC000115674,0.051661442,73.765387,Ingroup
Trachymyrmex_septentrionalis_FMNHINS0003145472,0.013424483,13.788943,Ingroup
Tranopelta_subterranea_FMNHINS0003471295,0.033572157,17.49174,Ingroup
Trichomyrmex_criniceps_CASENT0106263,0.04668192,15.608291,Ingroup
Turneria_bidentata_FMNHINS0003471687,0.009026706,16.503632,Ingroup
Typhlomyrmex_rogenhoferi_FMNHINS0003165058,0.069633079,17.403665,Ingroup
Veromessor_andrei_FMNHINS0003165141,0.01219371,71.109328,Ingroup
Vicinopone_conciliatrix_CASENT0731168,0.063666117,19.022368,Ingroup
Vitsika_suspicax_CASENT0068044,0.019615497,14.255636,Ingroup
Vollenhovia_sp_FMNHINS0003471799,0.036573732,20.594428,Ingroup
Vombisidris_bilongrudi_CASENT0200241,0.040254024,13.548431,Ingroup
Wasmannia_auropunctata_FMNHINS0000062894,0.00771865,16.396014,Ingroup
Xenomyrmex_floridanus_FMNHINS0003145004,0.045056597,13.255282,Ingroup
Xerolitor_explicatus_USNMENT01125245,0.014117137,89.604288,Ingroup
Yunodorylus_eguchii_RA0403atMCZ,0.056921923,23.967074,Ingroup
Zasphinctus_sarowiwai_CASENT0764121,0.070835007,23.307554,Ingroup
Zatania_albimaculata_CASENT0106052,0.018553423,86.953701,Ingroup
