Species,BranchLength,PercOfMiss,Position
RHINI_Rhi_Rhiniaa_apicalis,0.036632985,33.101988,Ingroup
RHINI_Rhi_Stomorhina_cribata,0.049544549,81.280425,Ingroup
RHINI_Rhi_Stomorhina_lunata,0.0296876,21.619093,Ingroup
RHINO_Bezzimyia_setifax,0.117308719,62.662234,Ingroup
RHINO_Melanophora_roralis,0.099736,34.14155,Ingroup
RHINO_Paykullia_maculata,0.055651477,58.076828,Ingroup
RHINO_Rhinomorinia_capensis,0.062403742,58.011972,Ingroup
RHINO_Rhinophora_lepida,0.078893099,72.334002,Ingroup
RHINO_Tricogena_rubicosa,0.059031556,66.357917,Ingroup
RHINO_Tromodesia_angustifrons,0.066093427,75.792252,Ingroup
SAR_Mil_Amobia_signata,0.074803625,18.847424,Ingroup
SAR_Mil_Eumacronychia_sp,0.076023859,12.866493,Ingroup
SAR_Mil_Sarcotachina_subcylindrica,0.075015039,15.841676,Ingroup
SAR_Par_Brachicoma_setosa,0.03258444,33.844107,Ingroup
SAR_Par_Dexagria_ushinskyi,0.064317624,13.264203,Ingroup
SAR_Par_Paramacronychia_flavipalpis,0.036893456,11.03002,Ingroup
SAR_Sar_Argoravinia_rufiventris,0.061502812,11.515696,Ingroup
SAR_Sar_Blaesoxipha_Gigantotheca_plinthopyga,0.025078592,18.2585,Ingroup
SAR_Sar_Chrysagria_sp,0.058570573,28.241131,Ingroup
SAR_Sar_Comasarcophaga_texana,0.032174766,12.023363,Ingroup
SAR_Sar_Emdenimyia_limai,0.052949784,13.393915,Ingroup
SAR_Sar_Fletcherimyia_folkertsi,0.024183457,22.061904,Ingroup
SAR_Sar_Helicobia_rapax,0.048517278,19.184005,Ingroup
SAR_Sar_Lipoptilocnema_koehleri,0.034964023,15.301581,Ingroup
SAR_Sar_Oxysarcodexia_ventricosa,0.043828942,14.087578,Ingroup
SAR_Sar_Ravinia_querula,0.043553447,16.065318,Ingroup
SAR_Sar_Sarcophaga_Asceloctella_australis,0.017761986,24.515256,Ingroup
SAR_Sar_Sarcophaga_Bellieromima_subulata,0.01496565,10.292002,Ingroup
SAR_Sar_Sarcophaga_Hellicophagella_melanura,0.016189926,49.984718,Ingroup
SAR_Sar_Sarcophaga_Mauritiella_cfrayssae,0.013515622,49.983227,Ingroup
SAR_Sar_Sarcophaga_Neobellieria_bullata,0.022578498,25.010623,Ingroup
SAR_Sar_Sarcophaga_Rohdendorfisca_forma,0.010144199,9.966603,Ingroup
SAR_Sar_Sarcophaga_Sarcophaga_lehmanni,0.009200855,62.225014,Ingroup
SAR_Sar_Sarcophaga_Sarcorohdendorfia_furcata,0.021054642,13.074107,Ingroup
SAR_Sar_Sarcophaga_Stackelbergeola_mehadiensis,0.006159627,11.469849,Ingroup
SAR_Sar_Sarcophaga_Thyrsocnema_incisilobata,0.009241361,22.404449,Ingroup
SAR_Sar_Spirobolomyia_flavipalpis,0.026702187,17.230866,Ingroup
TAC_Dex_Ptilodexia_harpassa,0.06696642,28.581066,Ingroup
TAC_Dex_Thelaira_americana,0.110485974,36.435744,Ingroup
TAC_Exo_Blondelia_hyphantriae,0.105931947,28.849437,Ingroup
TAC_Exo_Smidtia_fumiferanae,0.084619961,41.433768,Ingroup
TAC_Mac_Cholomyia_inaequipes,0.101680954,33.591391,Ingroup
TAC_Pha_Cylindromyia_binotata,0.122755787,35.296288,Ingroup
TAC_Pha_Trichopoda_pennipes,0.107107651,31.000872,Ingroup
TAC_Tac_Epalpus_signifer,0.092496245,89.337125,Ingroup
TAC_Tac_Nigrilypha_gnoma,0.052318348,66.20994,Ingroup
TAC_Tac_Panzeria_nigricornea,0.035280928,36.177438,Ingroup
TAC_Tac_Spilochaetosoma_californicum,0.041740027,80.097732,Ingroup
