Locus,CompletenessValue
p115uce-10304u,82.5
p108uce-10283u,82.5
p90uce-10236u,82.5
p83uce-10212u,82.5
p29uce-10059u,82.5
p6uce-10009u,82.5
p1236uce-455u,82.2
p1106uce-12755u,82.2
p731uce-11882u,82.2
p490uce-11236u,82.2
p425uce-11076u,82.2
p298uce-10766u,82.2
p243uce-10598u,82.2
p213uce-10514u,82.2
p98uce-10258u,82.2
p52uce-10134u,82.2
p3uce-10002u,82.2
p1273uce-848u,81.8
p1246uce-614u,81.8
p1062uce-12623u,81.8
p885uce-12222u,81.8
p847uce-12133u,81.8
p845uce-1213u,81.8
p844uce-12126u,81.8
p748uce-11925u,81.8
p572uce-11441u,81.8
p442uce-11104u,81.8
p370uce-10946u,81.8
p319uce-10819u,81.8
p293uce-10752u,81.8
p204uce-10492u,81.8
p178uce-10440u,81.8
p1135uce-12839u,81.5
p1100uce-12733u,81.5
p1070uce-12654u,81.5
p1061uce-12621u,81.5
p895uce-12238u,81.5
p889uce-12227u,81.5
p854uce-12142u,81.5
p746uce-11922u,81.5
p553uce-11391u,81.5
p446uce-11115u,81.5
p420uce-11070u,81.5
p307uce-10784u,81.5
p44uce-10100u,81.5
p1066uce-12637u,81.2
p1009uce-12509u,81.2
p737uce-11901u,81.2
p674uce-11736u,81.2
p550uce-11386u,81.2
p476uce-11189u,81.2
p471uce-11175u,81.2
p440uce-1110u,81.2
p296uce-10762u,81.2
p147uce-10378u,81.2
p131uce-10351u,81.2
p88uce-10232u,81.2
p1031uce-12565u,80.8
p1013uce-12515u,80.8
p705uce-11823u,80.8
p455uce-11125u,80.8
p306uce-10783u,80.8
p182uce-10447u,80.8
p1232uce-412u,80.5
p1156uce-12900u,80.5
p1151uce-12889u,80.5
p1030uce-12563u,80.5
p892uce-12231u,80.5
p881uce-12218u,80.5
p864uce-12187u,80.5
p678uce-11749u,80.5
p671uce-11731u,80.5
p491uce-11239u,80.5
p459uce-11138u,80.5
p408uce-11041u,80.5
p267uce-10667u,80.5
p210uce-10504u,80.5
p84uce-10224u,80.5
p59uce-10144u,80.5
p1227uce-360u,80.1
p1162uce-12914u,80.1
p1053uce-12599u,80.1
p1042uce-12581u,80.1
p824uce-12085u,80.1
p763uce-11963u,80.1
p716uce-11841u,80.1
p693uce-11791u,80.1
p617uce-11580u,80.1
p466uce-11158u,80.1
p412uce-11048u,80.1
p310uce-10795u,80.1
p274uce-10701u,80.1
p194uce-10470u,80.1
p180uce-10443u,80.1
p1276uce-923u,79.8
p1206uce-177u,79.8
p1190uce-1405u,79.8
p1078uce-12672u,79.8
p1029uce-12562u,79.8
p1004uce-12493u,79.8
p912uce-12282u,79.8
p683uce-11765u,79.8
p597uce-11504u,79.8
p544uce-11373u,79.8
p524uce-11305u,79.8
p475uce-11188u,79.8
p363uce-10926u,79.8
p169uce-10418u,79.8
p128uce-10344u,79.8
p1147uce-12875u,79.5
p1133uce-12831u,79.5
p1113uce-12781u,79.5
p1063uce-12624u,79.5
p1011uce-12512u,79.5
p896uce-12244u,79.5
p891uce-12229u,79.5
p841uce-12123u,79.5
p651uce-11693u,79.5
p608uce-11537u,79.5
p598uce-11517u,79.5
p554uce-11393u,79.5
p536uce-11346u,79.5
p528uce-11326u,79.5
p483uce-11216u,79.5
p372uce-10949u,79.5
p218uce-10529u,79.5
p154uce-10389u,79.5
p85uce-10226u,79.5
p49uce-10126u,79.5
p1180uce-13000u,79.1
p1169uce-12974u,79.1
p743uce-11909u,79.1
p505uce-11268u,79.1
p500uce-11257u,79.1
p419uce-11069u,79.1
p376uce-10965u,79.1
p374uce-10955u,79.1
p365uce-10929u,79.1
p305uce-10780u,79.1
p241uce-10595u,79.1
p230uce-10559u,79.1
p152uce-10387u,79.1
p1202uce-152u,78.8
p1099uce-12731u,78.8
p988uce-12458u,78.8
p940uce-1235u,78.8
p913uce-12283u,78.8
p831uce-121u,78.8
p771uce-11982u,78.8
p714uce-11839u,78.8
p672uce-11732u,78.8
p670uce-11730u,78.8
p566uce-11428u,78.8
p378uce-10967u,78.8
p316uce-10808u,78.8
p225uce-10550u,78.8
p125uce-10330u,78.8
p78uce-10202u,78.8
p62uce-10151u,78.8
p40uce-10086u,78.8
p36uce-10075u,78.8
p1172uce-12983u,78.4
p1076uce-12669u,78.4
p897uce-12245u,78.4
p764uce-11965u,78.4
p727uce-11869u,78.4
p699uce-11810u,78.4
p661uce-11717u,78.4
p618uce-11581u,78.4
p526uce-11310u,78.4
p430uce-11081u,78.4
p353uce-10905u,78.4
p294uce-10756u,78.4
p287uce-10738u,78.4
p283uce-10716u,78.4
p271uce-10677u,78.4
p239uce-10592u,78.4
p55uce-10139u,78.4
p1220uce-271u,78.1
p1112uce-12780u,78.1
p1068uce-12648u,78.1
p1047uce-12589u,78.1
p968uce-12405u,78.1
p925uce-12315u,78.1
p717uce-11843u,78.1
p698uce-11809u,78.1
p679uce-11750u,78.1
p624uce-11601u,78.1
p383uce-10988u,78.1
p196uce-10474u,78.1
p177uce-10434u,78.1
p67uce-10170u,78.1
p1105uce-12754u,77.7
p1080uce-12674u,77.7
p969uce-12406u,77.7
p958uce-12385u,77.7
p899uce-12248u,77.7
p721uce-11852u,77.7
p635uce-11645u,77.7
p382uce-10985u,77.7
p340uce-10882u,77.7
p233uce-10574u,77.7
p202uce-10486u,77.7
p1243uce-594u,77.4
p1126uce-12806u,77.4
p1101uce-12746u,77.4
p1056uce-12605u,77.4
p1023uce-12545u,77.4
p941uce-12350u,77.4
p740uce-11905u,77.4
p684uce-11767u,77.4
p648uce-11682u,77.4
p644uce-11674u,77.4
p633uce-11640u,77.4
p577uce-11456u,77.4
p539uce-11353u,77.4
p537uce-11347u,77.4
p381uce-10978u,77.4
p173uce-10427u,77.4
p113uce-10298u,77.4
p23uce-10041u,77.4
p9uce-10013u,77.4
p1211uce-197u,77.1
p1072uce-12657u,77.1
p1065uce-12635u,77.1
p960uce-12388u,77.1
p880uce-12216u,77.1
p773uce-11984u,77.1
p768uce-11976u,77.1
p747uce-11923u,77.1
p720uce-11851u,77.1
p591uce-11487u,77.1
p559uce-11408u,77.1
p514uce-11286u,77.1
p513uce-11285u,77.1
p432uce-11084u,77.1
p389uce-11001u,77.1
p334uce-10869u,77.1
p172uce-10425u,77.1
p139uce-10361u,77.1
p93uce-10242u,77.1
p79uce-10206u,77.1
p69uce-10175u,77.1
p1166uce-12921u,76.7
p1149uce-12883u,76.7
p1092uce-12708u,76.7
p1020uce-12534u,76.7
p935uce-12341u,76.7
p898uce-12246u,76.7
p826uce-12090u,76.7
p744uce-11910u,76.7
p730uce-11881u,76.7
p689uce-11776u,76.7
p639uce-11664u,76.7
p576uce-11455u,76.7
p510uce-11282u,76.7
p438uce-11098u,76.7
p410uce-11045u,76.7
p28uce-10054u,76.7
p1144uce-12867u,76.4
p1051uce-12594u,76.4
p926uce-12317u,76.4
p870uce-12196u,76.4
p590uce-11486u,76.4
p467uce-11161u,76.4
p458uce-11130u,76.4
p427uce-11078u,76.4
p394uce-11014u,76.4
p352uce-10904u,76.4
p347uce-10898u,76.4
p214uce-10518u,76.4
p195uce-10472u,76.4
p132uce-10352u,76.4
p129uce-10345u,76.4
p111uce-10288u,76.4
p109uce-10284u,76.4
p20uce-10037u,76.4
p1199uce-1501u,76.0
p1181uce-13001u,76.0
p1171uce-12979u,76.0
p1143uce-12866u,76.0
p979uce-12442u,76.0
p944uce-12357u,76.0
p924uce-12305u,76.0
p882uce-12219u,76.0
p715uce-11840u,76.0
p673uce-11733u,76.0
p649uce-11683u,76.0
p556uce-11397u,76.0
p552uce-11390u,76.0
p478uce-11193u,76.0
p465uce-11155u,76.0
p390uce-11002u,76.0
p373uce-10952u,76.0
p308uce-10786u,76.0
p263uce-10653u,76.0
p224uce-10549u,76.0
p138uce-10360u,76.0
p121uce-10325u,76.0
p77uce-10201u,76.0
p1091uce-12699u,75.7
p1046uce-12588u,75.7
p876uce-12204u,75.7
p867uce-12192u,75.7
p708uce-11828u,75.7
p652uce-11695u,75.7
p515uce-11288u,75.7
p512uce-11284u,75.7
p503uce-11263u,75.7
p159uce-10398u,75.7
p148uce-10381u,75.7
p1104uce-12749u,75.3
p1074uce-12660u,75.3
p981uce-12445u,75.3
p942uce-12353u,75.3
p929uce-12328u,75.3
p919uce-12296u,75.3
p905uce-12261u,75.3
p900uce-12249u,75.3
p856uce-12150u,75.3
p798uce-12030u,75.3
p752uce-11938u,75.3
p603uce-11529u,75.3
p461uce-11146u,75.3
p436uce-11090u,75.3
p188uce-10459u,75.3
p126uce-10332u,75.3
p122uce-10326u,75.3
p92uce-10240u,75.3
p1148uce-12880u,75
p1083uce-12682u,75
p1019uce-12533u,75
p1014uce-12519u,75
p839uce-12110u,75
p685uce-11771u,75
p625uce-11604u,75
p614uce-11569u,75
p532uce-11337u,75
p393uce-11011u,75
p222uce-10545u,75
p38uce-10079u,75
p1263uce-789u,74.7
p1187uce-1383u,74.7
p1050uce-12593u,74.7
p986uce-12456u,74.7
p970uce-12411u,74.7
p911uce-12277u,74.7
p871uce-12198u,74.7
p863uce-12186u,74.7
p827uce-12091u,74.7
p568uce-11432u,74.7
p492uce-11243u,74.7
p431uce-11083u,74.7
p402uce-11030u,74.7
p388uce-11000u,74.7
p380uce-10974u,74.7
p367uce-10943u,74.7
p332uce-10860u,74.7
p203uce-10490u,74.7
p198uce-10479u,74.7
p48uce-10108u,74.7
p1176uce-12992u,74.3
p1090uce-12698u,74.3
p1073uce-12659u,74.3
p1007uce-12507u,74.3
p957uce-12384u,74.3
p850uce-12137u,74.3
p760uce-11956u,74.3
p687uce-11773u,74.3
p669uce-11729u,74.3
p640uce-11666u,74.3
p637uce-11648u,74.3
p578uce-11457u,74.3
p542uce-11361u,74.3
p443uce-11110u,74.3
p345uce-10893u,74.3
p208uce-10500u,74.3
p65uce-10164u,74.3
p26uce-10045u,74.3
p1159uce-12906u,74.0
p767uce-11974u,74.0
p735uce-11897u,74.0
p612uce-11546u,74.0
p433uce-11085u,74.0
p325uce-10840u,74.0
p314uce-10802u,74.0
p297uce-10765u,74.0
p201uce-10483u,74.0
p114uce-103u,74.0
p1174uce-12986u,73.6
p987uce-12457u,73.6
p918uce-12295u,73.6
p879uce-12215u,73.6
p853uce-12141u,73.6
p788uce-12015u,73.6
p754uce-11940u,73.6
p636uce-11647u,73.6
p582uce-11465u,73.6
p474uce-11186u,73.6
p453uce-11123u,73.6
p422uce-11073u,73.6
p259uce-10647u,73.6
p183uce-10450u,73.6
p101uce-10269u,73.6
p89uce-10233u,73.6
p1049uce-12591u,73.3
p1043uce-12582u,73.3
p921uce-12300u,73.3
p893uce-12233u,73.3
p772uce-11983u,73.3
p736uce-11899u,73.3
p655uce-11705u,73.3
p616uce-11577u,73.3
p562uce-11421u,73.3
p495uce-11247u,73.3
p358uce-10914u,73.3
p357uce-10913u,73.3
p285uce-10730u,73.3
p181uce-10444u,73.3
p27uce-10049u,73.3
p1154uce-12895u,72.9
p1103uce-12748u,72.9
p820uce-12078u,72.9
p759uce-11953u,72.9
p732uce-11883u,72.9
p729uce-11879u,72.9
p680uce-11752u,72.9
p626uce-11605u,72.9
p538uce-11349u,72.9
p529uce-11329u,72.9
p457uce-11129u,72.9
p444uce-11112u,72.9
p323uce-10831u,72.9
p216uce-10526u,72.9
p186uce-10456u,72.9
p168uce-10417u,72.9
p149uce-10382u,72.9
p116uce-10311u,72.9
p14uce-10025u,72.9
p971uce-12412u,72.6
p903uce-12254u,72.6
p883uce-12220u,72.6
p799uce-12032u,72.6
p558uce-11406u,72.6
p463uce-11149u,72.6
p343uce-10891u,72.6
p336uce-10872u,72.6
p235uce-10576u,72.6
p145uce-10372u,72.6
p60uce-10145u,72.6
p11uce-10017u,72.6
p10uce-10015u,72.6
p1203uce-163u,72.3
p1150uce-12886u,72.3
p1120uce-12794u,72.3
p1069uce-12651u,72.3
p917uce-12294u,72.3
p848uce-12135u,72.3
p837uce-12105u,72.3
p745uce-11915u,72.3
p739uce-11903u,72.3
p738uce-11902u,72.3
p728uce-11876u,72.3
p695uce-11796u,72.3
p690uce-11778u,72.3
p579uce-11458u,72.3
p448uce-11118u,72.3
p413uce-11050u,72.3
p369uce-10945u,72.3
p328uce-10854u,72.3
p286uce-10733u,72.3
p252uce-10634u,72.3
p170uce-10422u,72.3
p133uce-10353u,72.3
p53uce-10136u,72.3
p1028uce-12561u,71.9
p1016uce-12529u,71.9
p1015uce-12526u,71.9
p1003uce-12491u,71.9
p976uce-12426u,71.9
p910uce-12275u,71.9
p629uce-11613u,71.9
p548uce-11382u,71.9
p423uce-11074u,71.9
p329uce-10855u,71.9
p264uce-10656u,71.9
p176uce-10433u,71.9
p32uce-10067u,71.9
p1157uce-12901u,71.6
p1071uce-12656u,71.6
p1067uce-12641u,71.6
p1024uce-12548u,71.6
p884uce-12221u,71.6
p869uce-12195u,71.6
p702uce-11815u,71.6
p686uce-11772u,71.6
p611uce-11540u,71.6
p595uce-11494u,71.6
p555uce-11395u,71.6
p282uce-10714u,71.6
p227uce-10553u,71.6
p171uce-10423u,71.6
p104uce-10278u,71.6
p1286uce-991u,71.2
p1121uce-12796u,71.2
p1041uce-12580u,71.2
p972uce-12415u,71.2
p967uce-12403u,71.2
p915uce-12288u,71.2
p815uce-12067u,71.2
p724uce-11858u,71.2
p723uce-11857u,71.2
p713uce-11837u,71.2
p696uce-11802u,71.2
p606uce-11534u,71.2
p585uce-11471u,71.2
p551uce-11388u,71.2
p516uce-11289u,71.2
p502uce-11262u,71.2
p484uce-11217u,71.2
p120uce-10315u,71.2
p21uce-10038u,71.2
p1081uce-12675u,70.9
p1037uce-12571u,70.9
p825uce-12088u,70.9
p823uce-12081u,70.9
p725uce-11860u,70.9
p718uce-11847u,70.9
p563uce-11423u,70.9
p496uce-11248u,70.9
p486uce-11221u,70.9
p456uce-11128u,70.9
p439uce-11099u,70.9
p407uce-11040u,70.9
p362uce-10923u,70.9
p322uce-10829u,70.9
p321uce-10828u,70.9
p279uce-10707u,70.9
p165uce-10409u,70.9
p106uce-10281u,70.9
p15uce-10026u,70.9
p1178uce-12998u,70.5
p1170uce-12975u,70.5
p1145uce-12868u,70.5
p1040uce-12579u,70.5
p1002uce-12483u,70.5
p980uce-12444u,70.5
p978uce-12440u,70.5
p906uce-12262u,70.5
p859uce-12169u,70.5
p794uce-12023u,70.5
p791uce-12018u,70.5
p623uce-11600u,70.5
p575uce-11454u,70.5
p573uce-11446u,70.5
p571uce-11439u,70.5
p480uce-11195u,70.5
p406uce-11038u,70.5
p344uce-10892u,70.5
p317uce-10811u,70.5
p288uce-10741u,70.5
p270uce-10676u,70.5
p265uce-10657u,70.5
p245uce-10606u,70.5
p112uce-10291u,70.5
p25uce-10044u,70.5
p1158uce-12902u,70.2
p1125uce-12805u,70.2
p1025uce-12553u,70.2
p933uce-12335u,70.2
p838uce-12108u,70.2
p822uce-12080u,70.2
p796uce-12027u,70.2
p786uce-12005u,70.2
p658uce-11714u,70.2
p609uce-11538u,70.2
p387uce-10998u,70.2
p311uce-10797u,70.2
p248uce-10615u,70.2
p164uce-10408u,70.2
p136uce-10357u,70.2
p100uce-10266u,70.2
p86uce-10230u,70.2
p82uce-10211u,70.2
p37uce-10078u,70.2
p1284uce-980u,69.9
p1161uce-12912u,69.9
p1095uce-12714u,69.9
p1084uce-12686u,69.9
p888uce-12225u,69.9
p862uce-12185u,69.9
p445uce-11114u,69.9
p403uce-11031u,69.9
p354uce-10908u,69.9
p312uce-10798u,69.9
p303uce-10775u,69.9
p290uce-10745u,69.9
p238uce-10587u,69.9
p232uce-10569u,69.9
p95uce-10245u,69.9
p76uce-10193u,69.9
p68uce-10171u,69.9
p1256uce-653u,69.5
p1132uce-12826u,69.5
p1128uce-12809u,69.5
p1085uce-12689u,69.5
p1038uce-12577u,69.5
p998uce-12477u,69.5
p601uce-11522u,69.5
p600uce-11520u,69.5
p449uce-11119u,69.5
p299uce-10767u,69.5
p1087uce-12692u,69.2
p1008uce-12508u,69.2
p904uce-12257u,69.2
p787uce-12010u,69.2
p697uce-11808u,69.2
p691uce-11785u,69.2
p688uce-11775u,69.2
p656uce-11706u,69.2
p596uce-11503u,69.2
p482uce-11200u,69.2
p434uce-11087u,69.2
p398uce-11024u,69.2
p266uce-10665u,69.2
p247uce-10609u,69.2
p231uce-10568u,69.2
p184uce-10451u,69.2
p160uce-10399u,69.2
p57uce-10141u,69.2
p1060uce-12616u,68.8
p985uce-12454u,68.8
p939uce-12349u,68.8
p907uce-12263u,68.8
p800uce-12033u,68.8
p543uce-11371u,68.8
p504uce-11264u,68.8
p415uce-11056u,68.8
p355uce-10909u,68.8
p292uce-10751u,68.8
p221uce-10538u,68.8
p150uce-10383u,68.8
p80uce-10208u,68.8
p1261uce-775u,68.5
p1165uce-12920u,68.5
p1163uce-12916u,68.5
p966uce-12399u,68.5
p948uce-12361u,68.5
p807uce-12055u,68.5
p749uce-11930u,68.5
p668uce-11728u,68.5
p654uce-11704u,68.5
p641uce-11667u,68.5
p588uce-11482u,68.5
p462uce-11147u,68.5
p143uce-10368u,68.5
p1193uce-1440u,68.2
p1173uce-12985u,68.2
p1164uce-12917u,68.2
p1139uce-12853u,68.2
p1048uce-12590u,68.2
p1021uce-12536u,68.2
p952uce-12376u,68.2
p792uce-12020u,68.2
p757uce-11949u,68.2
p711uce-11833u,68.2
p657uce-11713u,68.2
p613uce-11564u,68.2
p421uce-11072u,68.2
p250uce-10625u,68.2
p229uce-10558u,68.2
p166uce-10411u,68.2
p158uce-10396u,68.2
p118uce-10313u,68.2
p71uce-10182u,68.2
p61uce-10148u,68.2
p1200uce-1507u,67.8
p1152uce-12890u,67.8
p1098uce-12730u,67.8
p1088uce-12693u,67.8
p1079uce-12673u,67.8
p1000uce-12479u,67.8
p973uce-12417u,67.8
p932uce-12332u,67.8
p920uce-12299u,67.8
p818uce-12076u,67.8
p780uce-11996u,67.8
p581uce-11464u,67.8
p223uce-10548u,67.8
p199uce-10480u,67.8
p162uce-10406u,67.8
p134uce-10355u,67.8
p70uce-10177u,67.8
p17uce-10032u,67.8
p1017uce-12531u,67.5
p995uce-12470u,67.5
p943uce-12354u,67.5
p922uce-12301u,67.5
p836uce-12104u,67.5
p758uce-11952u,67.5
p666uce-11722u,67.5
p472uce-11179u,67.5
p384uce-10989u,67.5
p377uce-10966u,67.5
p371uce-10947u,67.5
p320uce-10820u,67.5
p155uce-10391u,67.5
p75uce-10192u,67.5
p47uce-10105u,67.5
p1280uce-946u,67.1
p931uce-12330u,67.1
p916uce-12290u,67.1
p803uce-12042u,67.1
p753uce-1194u,67.1
p645uce-11675u,67.1
p610uce-11539u,67.1
p217uce-10527u,67.1
p127uce-10342u,67.1
p50uce-10127u,67.1
p22uce-10040u,67.1
p1122uce-12800u,66.8
p804uce-12045u,66.8
p756uce-11948u,66.8
p667uce-11724u,66.8
p525uce-11309u,66.8
p523uce-11303u,66.8
p454uce-11124u,66.8
p211uce-10505u,66.8
p163uce-10407u,66.8
p1093uce-12712u,66.4
p953uce-12377u,66.4
p936uce-12342u,66.4
p930uce-1233u,66.4
p846uce-12130u,66.4
p808uce-12056u,66.4
p802uce-12037u,66.4
p710uce-11832u,66.4
p704uce-11819u,66.4
p650uce-11684u,66.4
p628uce-11609u,66.4
p511uce-11283u,66.4
p460uce-11139u,66.4
p99uce-10260u,66.4
p66uce-10168u,66.4
p54uce-10138u,66.4
p41uce-10087u,66.4
p1167uce-12923u,66.1
p1140uce-12854u,66.1
p1096uce-12723u,66.1
p1059uce-12615u,66.1
p927uce-12319u,66.1
p860uce-12171u,66.1
p814uce-12065u,66.1
p692uce-11789u,66.1
p681uce-11759u,66.1
p653uce-11702u,66.1
p534uce-11343u,66.1
p519uce-11298u,66.1
p506uce-11269u,66.1
p356uce-10910u,66.1
p309uce-10794u,66.1
p278uce-10706u,66.1
p260uce-10648u,66.1
p192uce-10469u,66.1
p153uce-10388u,66.1
p117uce-10312u,66.1
p103uce-10276u,66.1
p1110uce-12761u,65.8
p806uce-12050u,65.8
p779uce-11995u,65.8
p701uce-11814u,65.8
p584uce-11470u,65.8
p508uce-11277u,65.8
p507uce-11276u,65.8
p497uce-11249u,65.8
p468uce-11163u,65.8
p404uce-11033u,65.8
p399uce-11026u,65.8
p361uce-10922u,65.8
p350uce-10900u,65.8
p256uce-10643u,65.8
p1115uce-12786u,65.4
p1097uce-12728u,65.4
p1086uce-12691u,65.4
p1026uce-12554u,65.4
p1018uce-12532u,65.4
p959uce-12386u,65.4
p937uce-12343u,65.4
p928uce-12324u,65.4
p762uce-11962u,65.4
p700uce-11812u,65.4
p615uce-11570u,65.4
p605uce-11533u,65.4
p401uce-11028u,65.4
p81uce-10210u,65.4
p1136uce-12840u,65.1
p1129uce-12819u,65.1
p1022uce-12541u,65.1
p858uce-12161u,65.1
p805uce-12046u,65.1
p531uce-11332u,65.1
p379uce-10972u,65.1
p97uce-10254u,65.1
p1123uce-12801u,64.7
p1033uce-12567u,64.7
p993uce-12468u,64.7
p866uce-12190u,64.7
p849uce-12136u,64.7
p741uce-11906u,64.7
p712uce-11834u,64.7
p703uce-11818u,64.7
p663uce-11719u,64.7
p498uce-11252u,64.7
p469uce-11165u,64.7
p301uce-10770u,64.7
p280uce-10708u,64.7
p220uce-10537u,64.7
p197uce-10477u,64.7
p1044uce-12583u,64.4
p997uce-12475u,64.4
p992uce-12464u,64.4
p990uce-12461u,64.4
p852uce-12139u,64.4
p842uce-12124u,64.4
p774uce-11986u,64.4
p646uce-11676u,64.4
p638uce-11656u,64.4
p586uce-11477u,64.4
p418uce-11063u,64.4
p348uce-109u,64.4
p257uce-10644u,64.4
p242uce-10596u,64.4
p1168uce-12973u,64.0
p1117uce-12791u,64.0
p1035uce-12569u,64.0
p991uce-12462u,64.0
p982uce-12449u,64.0
p950uce-12366u,64.0
p851uce-12138u,64.0
p829uce-12095u,64.0
p801uce-12036u,64.0
p742uce-11907u,64.0
p627uce-11606u,64.0
p602uce-11523u,64.0
p417uce-11059u,64.0
p124uce-10329u,64.0
p5uce-10007u,64.0
p975uce-12422u,63.7
p955uce-12382u,63.7
p914uce-12287u,63.7
p789uce-12016u,63.7
p719uce-11850u,63.7
p675uce-11737u,63.7
p647uce-11677u,63.7
p520uce-11299u,63.7
p509uce-11278u,63.7
p349uce-1090u,63.7
p187uce-10458u,63.7
p141uce-10366u,63.7
p74uce-10191u,63.7
p819uce-12077u,63.4
p812uce-12062u,63.4
p795uce-12024u,63.4
